balcony,price,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status
Yes,250000,3,No,Bajkalská,88,Yes,nove_mesto,other,base,refurbished
Yes,92990,3,Yes,Vlčie hrdlo,72,Yes,ruzinov,other,brick,refurbished
No,145000,3,No,Homolova,72,Yes,dubravka,other,panel,refurbished
Yes,186000,3,Yes,Mierová,96,Yes,ruzinov,bottom,brick,refurbished
No,83000,2,No,Repašského,38,Yes,dubravka,other,panel,refurbished
Yes,213500,4,No,Rustaveliho,93,Yes,raca,top,brick,refurbished
Yes,213000,4,Yes,Mýtna 27,105,Yes,stare_mesto,other,brick,old
No,94500,1,Yes,Trenčianska,36,Yes,ruzinov,bottom,brick,refurbished
Yes,129990,1,Yes,Trebišovská,49,Yes,ruzinov,other,panel,partial_refurbishment
No,78000,1,No,Galbavého,41,Yes,dubravka,bottom,panel,old
Yes,68000,1,Yes,Štefana Králika,34,Yes,devinska_nova_ves,other,panel,old
Yes,135000,2,Yes,Bakošova,56,Yes,lamac,other,other,refurbished
No,245000,3,Yes,Nám. SNP,80,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,112000,1,No,Na križovatkách,53,Yes,ruzinov,other,brick,refurbished
Yes,138000,3,Yes,Opletalova,62,Yes,devinska_nova_ves,other,brick,refurbished
Yes,99500,2,No,Doležalova,36,Yes,ruzinov,other,brick,refurbished
No,93000,1,Yes,Kadnárova,39,No,raca,other,brick,refurbished
Yes,282000,4,No,Tomášikova,133,Yes,ruzinov,other,brick,refurbished
No,96990,2,No,Toryská,54,No,vrakuna,other,panel,refurbished
Yes,91610,2,No,Bujnákova,41,No,dubravka,other,panel,partial_refurbishment
Yes,82000,1,No,Pri Šajbách,38,Yes,raca,other,brick,old
Yes,137000,3,Yes,Bazovského,70,No,dubravka,bottom,panel,partial_refurbishment
Yes,113900,2,Yes,Polárna,44,Yes,ruzinov,other,panel,refurbished
No,119900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,139000,3,Yes,Bazovského,67,No,dubravka,bottom,panel,partial_refurbishment
Yes,133500,3,Yes,Rovniankova,65,Yes,petrzalka,other,panel,refurbished
Yes,189000,4,Yes,Široká,120,No,vajnory,other,brick,refurbished
No,121900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
No,95000,2,No,Fedákova,53,Yes,dubravka,other,panel,old
Yes,144000,3,Yes,Marie Curie - Sklodowskej,66,No,petrzalka,other,panel,partial_refurbishment
No,119999,2,Yes,Hodálova,67,Yes,karlova_ves,bottom,brick,refurbished
Yes,155000,2,No,Kresánkova,76,Yes,karlova_ves,other,brick,refurbished
No,119900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,120000,2,Yes,Herlianska,54,No,ruzinov,top,brick,partial_refurbishment
No,128000,3,No,Družicová,74,No,ruzinov,bottom,brick,partial_refurbishment
No,132000,2,No,Hanulova,55,Yes,dubravka,other,panel,refurbished
No,125000,2,No,Bazová,43,No,ruzinov,bottom,brick,refurbished
Yes,109500,3,No,Stavbárska,78,Yes,vrakuna,other,panel,refurbished
Yes,247250,4,No,Horská,109,Yes,nove_mesto,bottom,brick,refurbished
Yes,275000,3,No,Horská,122,Yes,nove_mesto,other,brick,refurbished
Yes,275000,3,No,Horská,122,Yes,nove_mesto,bottom,brick,refurbished
Yes,198000,3,No,Rusovská cesta,89,Yes,petrzalka,other,brick,refurbished
No,124900,3,No,Geologická,75,No,podunajske_biskupice,bottom,brick,refurbished
No,74900,1,Yes,Dudvážska,36,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,146000,3,No,Vajnorská,82,No,nove_mesto,top,brick,refurbished
No,141000,3,No,Vajnorská,78,No,nove_mesto,top,brick,refurbished
No,116900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
No,83500,1,No,Považanova,38,Yes,dubravka,other,panel,refurbished
No,116900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,129000,3,No,Banšelova,68,Yes,ruzinov,top,panel,old
Yes,154500,4,Yes,Belinského,84,Yes,petrzalka,top,panel,partial_refurbishment
No,116900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,104700,2,No,Žarnovická,64,Yes,raca,other,panel,old
No,119900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,122990,2,No,Hagarova,60,Yes,raca,top,brick,partial_refurbishment
No,105000,1,Yes,Mozartova,38,Yes,stare_mesto,other,panel,partial_refurbishment
No,115000,2,No,Tranovského,50,No,dubravka,top,brick,refurbished
Yes,122000,3,Yes,Mlynarovičova,75,Yes,petrzalka,other,panel,partial_refurbishment
Yes,114900,2,Yes,Černockého,56,No,raca,other,brick,partial_refurbishment
Yes,136999,3,Yes,Znievska,66,Yes,petrzalka,other,panel,refurbished
No,109900,2,No,Budyšínska,45,No,nove_mesto,other,brick,old
Yes,131000,3,No,Lachova,77,Yes,petrzalka,other,panel,partial_refurbishment
No,118900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,93610,2,Yes,Bujnákova,46,No,dubravka,other,panel,partial_refurbishment
No,179000,2,Yes,Mierová,159,Yes,ruzinov,top,brick,refurbished
No,119900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
No,85000,1.5,Yes,Bakošova,43,Yes,lamac,other,panel,refurbished
Yes,249000,2,Yes,Americká,90,Yes,nove_mesto,top,brick,refurbished
Yes,95900,3,Yes,Čiernovodská,68,No,vrakuna,other,panel,old
Yes,281000,4,No,Tomášikova,102,Yes,ruzinov,other,brick,refurbished
No,115000,2,Yes,Ostredková,43,Yes,ruzinov,other,panel,refurbished
Yes,279000,4,No,Tomášikova,133,Yes,ruzinov,other,brick,refurbished
No,82000,3,No,Obchodná,90,No,stare_mesto,top,brick,refurbished
Yes,99000,1,Yes,Teplická,42,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,106000,2,No,Cyprichova,47,Yes,raca,bottom,brick,old
Yes,95000,1.5,Yes,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,105000,1.5,No,Gessayova,39,Yes,petrzalka,top,panel,refurbished
Yes,139000,3,Yes,Macharova 5,69,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,109000,1.5,Yes,Karadžičova,41,Yes,ruzinov,bottom,panel,partial_refurbishment
No,135000,1,No,Povraznícka,66,No,stare_mesto,other,brick,refurbished
Yes,175000,3,Yes,Palkovičova,74,Yes,ruzinov,other,panel,refurbished
No,149500,3,Yes,Medzilaborecká,78,Yes,ruzinov,bottom,panel,refurbished
Yes,84900,1,Yes,Milana Marečka,46,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,186000,3,No,Kazanská,125,Yes,podunajske_biskupice,top,brick,refurbished
No,95000,2,No,Sládkovičova,37,No,stare_mesto,bottom,brick,refurbished
Yes,110500,1.5,Yes,Jasovská,37,Yes,petrzalka,other,panel,refurbished
Yes,128000,3,No,Furdekova,70,Yes,petrzalka,other,panel,old
No,160000,2,No,Krížna,57,Yes,stare_mesto,other,brick,refurbished
No,125000,1,No,Godrova,29,No,stare_mesto,other,brick,refurbished
Yes,99990,3,Yes,Latorická,67,No,podunajske_biskupice,top,panel,partial_refurbishment
No,78500,1,No,Saratovská,38,Yes,dubravka,other,panel,partial_refurbishment
Yes,110900,1.5,No,Jasovská,37,Yes,petrzalka,other,panel,refurbished
Yes,195000,3,Yes,Muchovo námestie,114,Yes,petrzalka,other,brick,refurbished
No,369000,4,Yes,Drotárska cesta,207,Yes,stare_mesto,top,brick,refurbished
No,91900,2,Yes,Bebravská,52,Yes,vrakuna,other,panel,old
Yes,144000,3,Yes,Rumančeková,69,Yes,ruzinov,top,panel,partial_refurbishment
No,131600,1,No,Godrova,29,No,stare_mesto,other,brick,refurbished
Yes,133000,2,No,Jeséniova 41,59,Yes,nove_mesto,bottom,brick,refurbished
Yes,148000,2,Yes,Svätého Vincenta,70,Yes,ruzinov,other,brick,refurbished
No,145000,3,Yes,Janotova,64,Yes,karlova_ves,other,panel,refurbished
Yes,99465,2,Yes,Bujnákova,41,No,dubravka,other,panel,partial_refurbishment
Yes,107500,4,Yes,Bieloruská,81,Yes,podunajske_biskupice,other,panel,old
No,98000,1,No,Tomášikova,38,Yes,ruzinov,other,brick,refurbished
Yes,182000,3,Yes,Tomašikova 55/C,79,Yes,nove_mesto,other,brick,refurbished
Yes,117490,2,Yes,Sibírska,54,Yes,nove_mesto,bottom,panel,refurbished
No,119900,2,Yes,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,556500,4,Yes,Zámocká,188,Yes,stare_mesto,other,other,old
Yes,71400,1.5,No,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
No,122900,3,Yes,Saratovská,70,Yes,dubravka,bottom,panel,partial_refurbishment
Yes,135000,2,Yes,Račianska 19,52,Yes,nove_mesto,other,panel,refurbished
Yes,133000,3,Yes,Jurkovičova,63,Yes,raca,other,panel,refurbished
Yes,319900,3,No,Tupého,110,Yes,nove_mesto,other,brick,refurbished
Yes,144000,2,Yes,Riazanská,67,Yes,nove_mesto,other,panel,refurbished
Yes,138000,3,Yes,Mamateyova 1,74,Yes,petrzalka,other,panel,refurbished
Yes,255000,3,No,Mlynské nivy,114,No,stare_mesto,top,brick,partial_refurbishment
No,120000,2,No,Hečkova,60,Yes,raca,top,panel,partial_refurbishment
No,93000,2,Yes,Fedákova,48,Yes,dubravka,other,panel,partial_refurbishment
Yes,120000,3,Yes,Krásnohorská,68,Yes,petrzalka,top,panel,partial_refurbishment
No,119900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,122000,2,Yes,Hečkova,44,Yes,raca,top,brick,refurbished
Yes,137000,3,Yes,Lietavská,66,Yes,petrzalka,other,panel,refurbished
Yes,155000,4,Yes,Batkova,86,No,dubravka,other,panel,refurbished
No,155000,2,Yes,Grösslingova,64,No,stare_mesto,other,brick,old
Yes,135000,3,Yes,Rovniankova 2,75,Yes,petrzalka,other,panel,refurbished
Yes,173000,4,Yes,Furdekova,84,Yes,petrzalka,other,panel,refurbished
Yes,229000,3,No,Drieňová,91,Yes,ruzinov,other,brick,refurbished
Yes,149000,4,No,Karpatské námestie,88,Yes,raca,other,panel,partial_refurbishment
Yes,69800,1,Yes,Štefana Králika,35,Yes,devinska_nova_ves,other,panel,old
Yes,279000,4,No,Tomášikova,133,Yes,ruzinov,other,brick,refurbished
Yes,145000,3,No,Mudrochova,67,Yes,raca,other,panel,partial_refurbishment
No,124900,2,No,Kresánkova,57,Yes,karlova_ves,other,brick,refurbished
No,145000,3,Yes,Šancová,62,No,nove_mesto,other,brick,refurbished
Yes,130000,3,Yes,Píniová,85,No,vrakuna,top,brick,refurbished
Yes,94800,1,Yes,Mierová,38,Yes,ruzinov,bottom,brick,refurbished
Yes,107900,1,No,Jašíkova,34,Yes,ruzinov,other,panel,refurbished
Yes,244000,3,Yes,Mierová,81,Yes,ruzinov,other,brick,refurbished
Yes,148000,3,Yes,Holíčska,70,Yes,petrzalka,bottom,panel,refurbished
Yes,328000,4,Yes,Mierová,116,Yes,ruzinov,top,brick,refurbished
Yes,141800,2,Yes,Mierová,63,Yes,ruzinov,bottom,brick,refurbished
No,120900,2,Yes,Jurigovo námestie,50,Yes,karlova_ves,rest,panel,refurbished
No,120900,3,Yes,Jurigovo námestie,50,Yes,karlova_ves,rest,panel,refurbished
No,27000,1.5,No,Stavbárska,40,No,vrakuna,other,panel,partial_refurbishment
No,113000,2,No,Tranovského,50,No,dubravka,top,panel,refurbished
No,139990,2,No,Šancová,64,No,nove_mesto,top,brick,refurbished
No,234990,3,Yes,Račianska,100,No,nove_mesto,bottom,brick,refurbished
No,106900,2,No,Osuského,55,Yes,petrzalka,other,panel,old
Yes,134700,2,No,Račianska,50,Yes,nove_mesto,other,brick,refurbished
No,75000,2,No,Vlčie hrdlo,51,No,ruzinov,other,panel,old
Yes,128000,3,Yes,Holíčska,75,Yes,petrzalka,other,panel,old
Yes,210000,3,Yes,Tichá,77,Yes,stare_mesto,other,panel,refurbished
No,116000,2,Yes,Martinčekova 22,67,Yes,ruzinov,rest,panel,partial_refurbishment
Yes,130000,2,No,Opletalova,65,No,devinska_nova_ves,bottom,brick,refurbished
No,83000,2,No,Repašského,40,Yes,dubravka,other,panel,refurbished
Yes,157000,4,No,Batkova,86,Yes,dubravka,other,panel,partial_refurbishment
No,117000,2,Yes,Pekná cesta,50,No,raca,other,brick,refurbished
Yes,199000,3,Yes,Na Križovatkách,81,Yes,ruzinov,top,brick,refurbished
Yes,113000,1.5,Yes,Mánesovo námestie,53,Yes,petrzalka,other,panel,partial_refurbishment
Yes,250000,3,Yes,Záhradnícka,96,Yes,ruzinov,other,brick,refurbished
Yes,126000,3,Yes,Andrusovova,66,Yes,petrzalka,top,panel,old
No,109000,2,Yes,Osuského,54,Yes,petrzalka,other,panel,old
No,90000,2,No,Bebravská,52,Yes,vrakuna,other,panel,old
No,79990,1,Yes,Nobelova,39,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,235000,2,Yes,Dvořákovo nábrežie,56,No,stare_mesto,other,brick,refurbished
Yes,120000,2,Yes,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
No,93500,2,Yes,Hronská,51,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,289000,4,Yes,Riazanská,163,Yes,nove_mesto,top,brick,refurbished
Yes,92990,1.5,No,Beňadická,37,Yes,petrzalka,top,panel,partial_refurbishment
Yes,149000,4,Yes,Dopravná,83,Yes,raca,bottom,brick,refurbished
Yes,117900,3,Yes,Námestie Hraničiarov,75,Yes,petrzalka,other,panel,old
Yes,141999,3,No,Šustekova,70,Yes,petrzalka,other,panel,refurbished
No,99000,2,Yes,Galbavého,54,Yes,dubravka,other,panel,partial_refurbishment
Yes,70000,1,Yes,Bieloruská,35,Yes,podunajske_biskupice,top,panel,old
Yes,120000,2,Yes,Súmračná,43,Yes,ruzinov,bottom,panel,refurbished
Yes,282000,4,No,Tomášikova,102,Yes,ruzinov,other,other,refurbished
Yes,156999,4,Yes,Batkova,54,Yes,dubravka,other,panel,refurbished
No,154777,3,Yes,Hany Meličkovej,80,Yes,karlova_ves,top,panel,partial_refurbishment
Yes,65000,1,Yes,Bieloruská,37,Yes,podunajske_biskupice,top,panel,old
Yes,97865,2,Yes,Bujnákova,41,No,dubravka,other,panel,partial_refurbishment
Yes,159000,4,Yes,Karpatské námestie,88,Yes,raca,other,panel,partial_refurbishment
Yes,133900,3,No,Herlianska,65,Yes,ruzinov,other,panel,partial_refurbishment
No,239000,3,No,Kozia,85,No,stare_mesto,top,brick,refurbished
Yes,180000,2,Yes,Landererova,56,Yes,stare_mesto,other,other,refurbished
Yes,150000,2,No,Žltá,50,Yes,petrzalka,top,other,refurbished
Yes,70000,1,Yes,Bieloruská,37,Yes,podunajske_biskupice,top,panel,old
Yes,156000,4,Yes,Batkova,89,No,dubravka,other,panel,refurbished
Yes,143000,2,No,Bosákova,60,Yes,petrzalka,other,panel,refurbished
Yes,145000,3,Yes,Beniakova,67,Yes,karlova_ves,top,panel,refurbished
Yes,94990,2,Yes,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,170000,4,No,Furdekova,94,Yes,petrzalka,other,panel,partial_refurbishment
Yes,115000,2,No,Súmračná,46,Yes,ruzinov,other,panel,refurbished
No,135000,3,Yes,Sibírska,77,No,nove_mesto,bottom,brick,old
No,225000,3,Yes,Bulharská,113,Yes,ruzinov,top,brick,old
Yes,142000,3,Yes,Rumančeková,69,Yes,ruzinov,top,panel,partial_refurbishment
Yes,94990,1.5,Yes,Blagoevova,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,138000,3,Yes,Na barine,70,Yes,lamac,bottom,panel,refurbished
No,262400,3,No,Tolstého,98,Yes,stare_mesto,top,brick,refurbished
No,127000,2,Yes,Osuského,54,Yes,petrzalka,other,panel,refurbished
Yes,122000,2,Yes,Tokajícka,54,No,ruzinov,top,brick,partial_refurbishment
Yes,138000,3,Yes,Nad Lúčkami,72,Yes,karlova_ves,top,panel,partial_refurbishment
Yes,94990,3,Yes,Čiernovodská,65,Yes,vrakuna,other,panel,old
Yes,139999,3,Yes,Šustekova,70,Yes,petrzalka,other,panel,refurbished
No,124900,3,Yes,Hečkova,53,Yes,raca,other,brick,refurbished
Yes,133990,2,Yes,Kadnárova,60,No,raca,other,brick,refurbished
Yes,129990,3,No,Tematínska,64,Yes,petrzalka,bottom,panel,refurbished
No,80990,1,No,Slovinská,34,No,ruzinov,rest,other,refurbished
No,139999,3,No,Šustekova,74,No,petrzalka,other,other,refurbished
Yes,141599,3,Yes,Šustekova,70,Yes,petrzalka,other,panel,refurbished
Yes,96900,1,No,Vyšehradská,44,Yes,petrzalka,other,brick,refurbished
No,63700,1,Yes,Bieloruská,32,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,258000,3,Yes,Mlynské nivy,110,No,stare_mesto,top,brick,partial_refurbishment
Yes,106900,2,Yes,Zálužická,47,Yes,ruzinov,other,panel,partial_refurbishment
Yes,148000,4,No,Vyšehradská,89,Yes,petrzalka,other,panel,partial_refurbishment
Yes,186000,3,No,Kresánkova,88,Yes,karlova_ves,top,other,refurbished
Yes,118000,2,No,Súmračná,45,Yes,ruzinov,other,panel,refurbished
No,160000,3,No,Karadžičova,64,Yes,stare_mesto,other,brick,refurbished
No,198000,3,Yes,neuvedená,93,No,stare_mesto,rest,brick,partial_refurbishment
Yes,102900,1,No,Kristy Bendovej,43,Yes,dubravka,rest,brick,refurbished
Yes,199000,3,Yes,Karadžičova,87,Yes,stare_mesto,other,brick,refurbished
Yes,199000,3,Yes,Karadžičova,87,Yes,ruzinov,other,brick,refurbished
Yes,119000,2,Yes,Račianska,57,Yes,nove_mesto,top,panel,partial_refurbishment
Yes,155000,4,Yes,Batkova,89,No,dubravka,other,panel,refurbished
Yes,141500,3,Yes,Holíčska,78,Yes,petrzalka,other,panel,partial_refurbishment
Yes,255000,3,Yes,Mlynské nivy,86,No,stare_mesto,top,brick,partial_refurbishment
No,134900,2,Yes,Miletičova,62,No,ruzinov,bottom,brick,old
Yes,252000,3,No,Budovateľská,100,Yes,ruzinov,other,brick,refurbished
Yes,119000,1.5,Yes,Jungmannova 4,53,Yes,petrzalka,other,panel,refurbished
Yes,277990,4,Yes,Magurská,114,Yes,nove_mesto,top,brick,refurbished
Yes,132990,2,Yes,Opletalova,62,Yes,devinska_nova_ves,other,brick,refurbished
Yes,199990,3,No,Tomášikova,98,Yes,ruzinov,other,brick,refurbished
Yes,134000,3,Yes,Ľubovnianska,70,Yes,petrzalka,other,panel,partial_refurbishment
Yes,220000,3,Yes,Drotárska cesta,104,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,150000,3,Yes,Holíčska,88,Yes,petrzalka,other,panel,partial_refurbishment
Yes,152000,3,No,Holíčska,78,Yes,petrzalka,other,panel,partial_refurbishment
Yes,128000,3,Yes,Holíčska,70,Yes,petrzalka,other,panel,old
Yes,142000,3,No,Holíčska,86,Yes,petrzalka,other,panel,partial_refurbishment
Yes,139000,3,Yes,Gessayova,72,Yes,petrzalka,other,panel,refurbished
No,74900,1,Yes,Dudvážska,35,Yes,podunajske_biskupice,other,panel,refurbished
No,169900,3,No,Pražská,75,Yes,stare_mesto,other,brick,refurbished
No,99000,1,No,Bárdošova,40,No,nove_mesto,rest,brick,refurbished
Yes,117900,2,Yes,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
Yes,142000,3,Yes,Šustekova,70,Yes,petrzalka,other,panel,refurbished
No,169000,3,Yes,Dostojevského rad,72,No,stare_mesto,other,brick,refurbished
Yes,152000,3,Yes,Holíčska,78,Yes,petrzalka,other,panel,partial_refurbishment
Yes,112400,3,Yes,Bieloruská,68,Yes,podunajske_biskupice,other,panel,refurbished
Yes,155000,4,No,Batkova,86,No,dubravka,other,panel,partial_refurbishment
Yes,104000,3,No,Korytnická,72,No,podunajske_biskupice,bottom,panel,partial_refurbishment
Yes,107000,3,Yes,Jána Jonáša,65,Yes,devinska_nova_ves,other,panel,refurbished
Yes,180000,2,Yes,Laurinská,49,Yes,stare_mesto,bottom,brick,old
Yes,110000,1.5,Yes,Beňadická 11,48,Yes,petrzalka,other,panel,partial_refurbishment
Yes,219000,2,Yes,Vajanského nábrežie,70,Yes,stare_mesto,other,brick,refurbished
Yes,137000,3,No,Hradská,64,No,vrakuna,bottom,brick,refurbished
No,184000,2,Yes,Krajná,86,Yes,ruzinov,top,brick,refurbished
Yes,138000,3,Yes,Blagoevova,74,Yes,petrzalka,other,panel,partial_refurbishment
No,97200,2,Yes,Fedákova,53,Yes,dubravka,other,panel,partial_refurbishment
Yes,92700,1,No,Šancová,43,No,nove_mesto,other,brick,partial_refurbishment
Yes,130000,4,No,Istrijská,79,No,devinska_nova_ves,other,panel,old
No,104999,2,Yes,Holíčska,36,Yes,petrzalka,other,panel,refurbished
No,107999,2,Yes,Jankolova,36,Yes,petrzalka,bottom,panel,refurbished
Yes,128000,3,Yes,Holíčska,70,Yes,petrzalka,other,panel,old
Yes,1e+05,2,No,Nobelova,49,Yes,nove_mesto,other,other,refurbished
Yes,97999,3,No,Na piesku,58,No,ruzinov,other,other,refurbished
Yes,87999,2,Yes,Račianska,37,Yes,nove_mesto,other,brick,refurbished
No,99000,3,No,Kresánkova 7A,89,Yes,karlova_ves,bottom,base,refurbished
Yes,143000,2,No,Bosákova,59,Yes,petrzalka,other,panel,refurbished
Yes,159900,3,No,Teplická,73,Yes,nove_mesto,top,panel,refurbished
Yes,157000,3,Yes,Budyšínska,66,Yes,nove_mesto,bottom,panel,refurbished
Yes,99900,1,Yes,Jašíkova,39,Yes,ruzinov,other,panel,partial_refurbishment
Yes,255000,3,Yes,Mlynské nivy,118,No,stare_mesto,top,brick,partial_refurbishment
No,107000,1,Yes,Miletičova,41,No,ruzinov,top,brick,refurbished
No,119900,2,Yes,Homolova,54,Yes,dubravka,other,panel,refurbished
Yes,128000,3,No,Holíčska,74,Yes,petrzalka,other,panel,old
Yes,129000,2,Yes,Sklenárova,60,Yes,ruzinov,other,panel,old
No,459000,4,Yes,Palisády,122,No,stare_mesto,bottom,brick,refurbished
No,234990,3,Yes,Račianska,100,No,nove_mesto,bottom,brick,refurbished
No,130000,3,No,Na Revíne,58,Yes,nove_mesto,other,panel,refurbished
No,92000,2,Yes,Latorická,52,No,podunajske_biskupice,rest,panel,partial_refurbishment
No,109900,1,No,Bajkalská,40,Yes,nove_mesto,other,other,refurbished
Yes,129000,3,No,Dopravná,78,No,raca,top,brick,partial_refurbishment
Yes,70000,1,Yes,Bieloruská,37,Yes,podunajske_biskupice,top,panel,old
Yes,140000,3,Yes,Znievska,69,Yes,petrzalka,other,panel,refurbished
Yes,115000,3,Yes,Jána Stanislava,57,Yes,karlova_ves,other,panel,refurbished
Yes,142000,3,Yes,Holíčska,78,Yes,petrzalka,other,panel,refurbished
Yes,335000,3,Yes,Žiškova,76,Yes,stare_mesto,other,other,refurbished
Yes,395000,3,Yes,Dvořákovo nábrežie,88,Yes,stare_mesto,other,other,refurbished
Yes,122500,2,Yes,Štefana Králika,54,Yes,devinska_nova_ves,other,brick,refurbished
No,191000,3,No,Rustaveliho,97,Yes,raca,other,brick,refurbished
No,115000,2,Yes,Kazanská,58,Yes,podunajske_biskupice,top,brick,refurbished
No,116900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,86990,2,Yes,Podzáhradná,48,Yes,vrakuna,other,panel,partial_refurbishment
Yes,138000,3,No,Na barine,70,Yes,lamac,bottom,panel,refurbished
Yes,86990,1.5,Yes,Podzáhradná,48,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,70000,1,No,Slatinská,38,Yes,vrakuna,other,panel,partial_refurbishment
Yes,86990,1.5,Yes,Podzáhradná,48,Yes,vrakuna,other,panel,partial_refurbishment
Yes,99990,1.5,Yes,Podzáhradná,53,Yes,podunajske_biskupice,other,panel,refurbished
Yes,120000,2,No,Hečkova,44,Yes,raca,top,panel,refurbished
No,117500,2,No,Kazanská,55,Yes,podunajske_biskupice,other,brick,refurbished
No,289000,4,Yes,Kamenná,114,No,devin,other,brick,refurbished
Yes,125000,4,Yes,Istrijská,74,No,devinska_nova_ves,other,panel,old
No,119700,2,No,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
Yes,280000,3,No,Štefánikova,98,No,stare_mesto,top,brick,refurbished
Yes,115000,3,Yes,Toplianska,66,Yes,vrakuna,other,panel,refurbished
Yes,143000,3,Yes,Rumančeková,70,Yes,ruzinov,rest,panel,partial_refurbishment
Yes,102000,1,No,Teplická,42,Yes,nove_mesto,other,panel,partial_refurbishment
Yes,195000,3,Yes,Drotárska cesta,76,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,262000,4,No,Pri strelnici,130,Yes,ruzinov,top,brick,refurbished
Yes,159900,2,No,Trenčianska,78,No,ruzinov,top,brick,refurbished
No,168000,2,Yes,Cintorínska,55,No,stare_mesto,other,brick,refurbished
No,119900,2,No,Považanova,54,Yes,dubravka,other,panel,refurbished
Yes,71900,1.5,No,Vlčie hrdlo,42,Yes,ruzinov,other,panel,partial_refurbishment
Yes,107000,2,Yes,Beňadická,47,Yes,petrzalka,bottom,panel,refurbished
Yes,107900,1,Yes,Jašíkova,40,Yes,ruzinov,other,panel,refurbished
Yes,82000,1,No,Pavla Horova,43,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,68700,1,Yes,Štefana Králika,35,Yes,devinska_nova_ves,other,panel,old
Yes,114900,2,No,Vietnamská,40,Yes,ruzinov,top,panel,refurbished
Yes,142000,3,Yes,Bazovského,77,Yes,dubravka,top,panel,refurbished
Yes,122000,3,Yes,Na pasekách,67,Yes,raca,top,panel,partial_refurbishment
No,150000,3,No,Holíčska,78,No,petrzalka,other,panel,partial_refurbishment
Yes,144900,3,Yes,Agátová,73,Yes,dubravka,other,brick,refurbished
Yes,144000,3,Yes,Nad Lúčkami,74,Yes,karlova_ves,other,panel,refurbished
No,125000,3,No,Tupolevova,64,No,petrzalka,other,panel,refurbished
Yes,74990,1,No,Novohorská,42,No,raca,rest,panel,old
No,159900,3,Yes,Planckova,75,Yes,petrzalka,other,panel,refurbished
Yes,119000,3,Yes,Bagarova,73,No,dubravka,other,panel,old
No,122000,3,No,Pri kríži,67,Yes,dubravka,other,panel,old
Yes,123000,2,Yes,Sibírska,60,Yes,nove_mesto,other,panel,old
No,137000,3,No,Znievska,66,Yes,petrzalka,other,panel,refurbished
No,76000,1,No,Pekníkova,36,Yes,dubravka,top,panel,partial_refurbishment
No,86000,1,No,Medveďovej,36,No,petrzalka,top,panel,refurbished
Yes,143500,2,Yes,Moldavská,57,Yes,ruzinov,other,panel,refurbished
Yes,117500,2,Yes,Sibírska,57,Yes,nove_mesto,bottom,panel,partial_refurbishment
No,107999,2,Yes,Jankolova,38,Yes,petrzalka,bottom,panel,refurbished
Yes,109000,3,Yes,Rajecká,70,Yes,vrakuna,bottom,panel,partial_refurbishment
No,104999,2,Yes,Holíčska,38,Yes,petrzalka,other,panel,refurbished
Yes,149000,2,Yes,Tomášikova,68,Yes,ruzinov,other,brick,refurbished
Yes,127999,3,Yes,Holíčska,68,Yes,petrzalka,other,panel,old
Yes,108900,1.5,Yes,Jasovská,42,Yes,petrzalka,other,panel,refurbished
Yes,142000,3,Yes,Bradáčova,64,Yes,petrzalka,other,panel,partial_refurbishment
Yes,117900,3,Yes,Vŕbová,70,Yes,vrakuna,other,panel,partial_refurbishment
Yes,135000,3,Yes,Bebravská,75,Yes,vrakuna,top,brick,refurbished
No,149000,3,Yes,Súmračná,64,Yes,ruzinov,bottom,panel,partial_refurbishment
