balcony,price,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status
No,120000,2,Yes,Bradáčova,53,Yes,petrzalka,rest,panel,partial_refurbishment
Yes,188000,3,No,Jána Stanislava,80,Yes,karlova_ves,other,brick,refurbished
No,329900,3,No,Podjavorinskej,126,No,stare_mesto,bottom,brick,partial_refurbishment
Yes,259000,3,No,Bajkalská 9,87,Yes,nove_mesto,other,base,refurbished
Yes,307000,3,Yes,Rázusovo nábrežie,91,Yes,stare_mesto,other,brick,refurbished
No,86600,1.5,Yes,Vranovská,38,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,249900,4,Yes,Nové Mesto,138,Yes,nove_mesto,top,brick,refurbished
Yes,128000,2,No,Galaktická,56,Yes,ruzinov,top,panel,refurbished
Yes,133000,3,Yes,Jasovská,76,Yes,petrzalka,other,panel,partial_refurbishment
Yes,122000,3,Yes,Krásnohorská,68,Yes,petrzalka,top,panel,refurbished
No,87000,1.5,No,Vranovská,38,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,155000,3,No,Beniakova,67,Yes,karlova_ves,top,panel,refurbished
No,86800,1.5,No,Vranovská,38,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,113000,1,Yes,Heyrovského,53,Yes,lamac,bottom,brick,refurbished
No,145000,2,No,Tylova,58,No,nove_mesto,other,brick,refurbished
No,137000,3,No,Kopčianska,68,Yes,petrzalka,other,brick,refurbished
No,95000,3,No,Estónska,70,No,podunajske_biskupice,top,panel,old
No,155900,3,Yes,Budovateľská,62,No,ruzinov,top,brick,refurbished
No,133000,3,No,Astronomická,75,No,ruzinov,other,brick,refurbished
Yes,144000,3,Yes,Šustekova,68,Yes,petrzalka,other,panel,refurbished
Yes,73000,1,No,Ľuda Zúbka,31,No,dubravka,top,panel,old
No,113000,2,No,Fedákova,53,Yes,dubravka,top,panel,refurbished
Yes,125000,2,Yes,Galaktická,52,Yes,ruzinov,rest,panel,refurbished
No,93700,1,Yes,Mesačná,42,Yes,ruzinov,other,panel,partial_refurbishment
No,83000,2,No,Bodrocká,48,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,136000,3,No,Tbiliská,73,Yes,raca,bottom,panel,refurbished
Yes,385000,3,Yes,Dvořákovo nábrežie,88,Yes,stare_mesto,other,other,refurbished
Yes,180000,3,No,Tomášikova,90,Yes,nove_mesto,other,brick,refurbished
Yes,140000,3,Yes,Homolova,70,Yes,dubravka,top,panel,refurbished
Yes,120000,3,Yes,Čiližská,65,Yes,vrakuna,other,panel,refurbished
Yes,109000,1.5,No,Vígľašská,36,Yes,petrzalka,other,panel,refurbished
Yes,95000,2,Yes,Hlbinná,48,Yes,podunajske_biskupice,top,brick,refurbished
Yes,135000,3,No,Krásnohorská,71,Yes,petrzalka,bottom,panel,refurbished
Yes,98400,3,Yes,Baltská,69,No,podunajske_biskupice,other,panel,old
Yes,190000,3,No,Špitálska,91,Yes,stare_mesto,other,brick,old
Yes,134000,3,Yes,Súmračná,65,Yes,ruzinov,other,panel,partial_refurbishment
No,157990,4,No,Vajnorská,84,No,nove_mesto,rest,brick,refurbished
Yes,129000,3,No,Hlaváčikova,76,No,karlova_ves,other,panel,partial_refurbishment
Yes,207120,3,No,Ďumbierska 3,79,Yes,nove_mesto,other,brick,being_constructed
No,359000,2,Yes,neuvedená,98,Yes,stare_mesto,bottom,brick,refurbished
Yes,365520,4,No,Ďumbierska 3,122,Yes,nove_mesto,other,brick,refurbished
Yes,117500,2,Yes,Jadrová,64,Yes,ruzinov,bottom,panel,old
Yes,159000,3,Yes,Na Piesku,82,Yes,ruzinov,other,brick,refurbished
Yes,149000,2,Yes,Ľudovíta Fullu,61,Yes,karlova_ves,other,brick,refurbished
Yes,105000,1.5,Yes,Beňadická,37,Yes,petrzalka,bottom,panel,refurbished
Yes,129000,2,No,Zimná,47,Yes,ruzinov,other,panel,refurbished
Yes,134000,3,Yes,Ľubovnianska,68,Yes,petrzalka,other,panel,partial_refurbishment
Yes,71500,1,No,Štefana Králika,35,Yes,devinska_nova_ves,other,panel,old
Yes,78000,1.5,No,Vlčie hrdlo,40,Yes,ruzinov,other,panel,refurbished
Yes,132000,3,Yes,Brodská,63,Yes,karlova_ves,other,panel,old
Yes,80000,1.5,No,Vlčie hrdlo,39,No,ruzinov,other,panel,refurbished
Yes,99999,2,No,Rybničná,72,Yes,vajnory,other,panel,refurbished
Yes,175000,3,Yes,Jégého,85,Yes,ruzinov,top,panel,partial_refurbishment
Yes,168000,3,Yes,Ľudovíta Fullu,90,Yes,karlova_ves,other,panel,refurbished
No,228800,2,No,Biela,80,No,stare_mesto,other,brick,refurbished
Yes,107900,2,Yes,Rovníková 6,45,Yes,ruzinov,other,panel,refurbished
Yes,125000,2,No,Galaktická,56,Yes,ruzinov,top,panel,refurbished
Yes,185000,3,No,Haburská,90,Yes,ruzinov,other,panel,partial_refurbishment
Yes,145000,3,Yes,Jána Poničana,73,Yes,devinska_nova_ves,rest,panel,refurbished
Yes,107900,2,Yes,Rovníková 6,45,Yes,ruzinov,other,panel,refurbished
No,85000,1,Yes,Pri kríži,37,Yes,dubravka,other,panel,partial_refurbishment
Yes,130000,3,No,Brodská,63,Yes,karlova_ves,other,panel,old
Yes,119000,2,Yes,Zimná 2,43,Yes,ruzinov,other,panel,refurbished
Yes,109000,2,Yes,Heyrovského,73,Yes,lamac,other,panel,partial_refurbishment
Yes,160000,2,Yes,Vyšehradská,73,Yes,petrzalka,other,brick,refurbished
Yes,164990,2,No,Martinčekova,74,Yes,ruzinov,other,other,refurbished
Yes,134000,3,Yes,Ľubovnianska,68,Yes,petrzalka,other,panel,partial_refurbishment
Yes,160000,2,No,Vyšehradská,73,Yes,petrzalka,other,other,refurbished
No,145000,2,Yes,Tylova,85,No,nove_mesto,other,brick,refurbished
Yes,209000,4,Yes,Žižkova,73,Yes,stare_mesto,other,panel,refurbished
Yes,279000,3,No,Vlčkova,73,No,stare_mesto,other,brick,old
Yes,202500,2,Yes,Bajkalská,69,Yes,nove_mesto,other,brick,refurbished
Yes,128000,2,No,Opletalova,67,Yes,devinska_nova_ves,other,brick,refurbished
Yes,126000,2,Yes,Opletalova,67,Yes,devinska_nova_ves,other,other,refurbished
Yes,137000,3,Yes,Jána Smreka,73,Yes,devinska_nova_ves,other,panel,refurbished
Yes,127999,2,Yes,Opletalova,62,Yes,devinska_nova_ves,other,brick,refurbished
Yes,128000,2,Yes,Opletalova,62,Yes,devinska_nova_ves,other,panel,refurbished
Yes,617979,4,Yes,Pod Vachmajstrom,149,Yes,nove_mesto,top,other,being_constructed
Yes,478440,4,No,Buková,150,Yes,stare_mesto,bottom,base,refurbished
Yes,129900,4,No,Rajecká,79,No,vrakuna,other,panel,refurbished
Yes,127000,3,Yes,Lietavská,64,Yes,petrzalka,other,panel,old
No,140000,2,No,Šancová,64,No,nove_mesto,other,brick,refurbished
Yes,199000,3,Yes,Planét,130,Yes,ruzinov,rest,brick,refurbished
No,142000,2,No,Šancová,64,No,nove_mesto,top,brick,refurbished
No,142000,2,No,Šancová,64,No,nove_mesto,top,brick,refurbished
Yes,139990,3,No,Šancová,80,No,nove_mesto,other,brick,partial_refurbishment
Yes,126000,2,No,Opletalova,61,Yes,devinska_nova_ves,other,brick,refurbished
Yes,137000,3,No,Brančská,70,Yes,petrzalka,other,panel,refurbished
Yes,142900,2,Yes,Bosákova,56,Yes,petrzalka,other,other,refurbished
Yes,138000,2,Yes,Bakošova,56,Yes,lamac,other,other,refurbished
Yes,183500,3,Yes,Murgašova,99,Yes,stare_mesto,top,brick,refurbished
Yes,147900,4,Yes,Röntgenova,91,Yes,petrzalka,bottom,panel,refurbished
Yes,123900,3,Yes,Beňadická,71,Yes,petrzalka,top,panel,partial_refurbishment
Yes,319000,4,No,Heydukova,138,No,stare_mesto,bottom,brick,refurbished
No,155000,2,Yes,Obchodná,54,Yes,stare_mesto,other,brick,partial_refurbishment
No,157000,2,No,Krížna,57,Yes,nove_mesto,rest,brick,partial_refurbishment
Yes,112000,3,No,Krásnohorská,67,Yes,petrzalka,other,panel,old
Yes,135000,4,Yes,Gallayova,79,Yes,dubravka,top,panel,partial_refurbishment
Yes,122000,3,No,Matejkova,63,Yes,karlova_ves,top,panel,refurbished
Yes,139500,3,No,Pribišova,87,Yes,karlova_ves,other,panel,partial_refurbishment
Yes,119000,2,Yes,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
Yes,155000,2,Yes,Kristy Bendovej,53,Yes,dubravka,top,brick,refurbished
Yes,135000,3,No,Medveďovej,70,Yes,petrzalka,top,panel,partial_refurbishment
No,98000,1,Yes,Trenčianska,38,No,ruzinov,other,brick,partial_refurbishment
Yes,399000,4,Yes,Slávičie údolie,151,Yes,stare_mesto,top,brick,refurbished
Yes,269000,3,No,Račianske mýto,102,Yes,nove_mesto,other,panel,refurbished
No,115000,3,No,Podunajská,65,Yes,vrakuna,bottom,brick,refurbished
Yes,157500,2,No,Tomášikova,74,Yes,nove_mesto,other,brick,refurbished
No,137000,2,Yes,Cyprichova,59,No,raca,other,brick,refurbished
No,85000,1.5,Yes,Vranovská,38,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,79000,1,Yes,Landauova,30,Yes,dubravka,other,panel,partial_refurbishment
No,140000,2,Yes,Miletičova,63,No,ruzinov,rest,brick,partial_refurbishment
No,107000,2,No,Studenohorská,56,Yes,lamac,other,panel,refurbished
No,420000,4,Yes,Záhradnícka,166,Yes,ruzinov,other,brick,refurbished
Yes,105900,2,Yes,Vrakunská,44,Yes,podunajske_biskupice,other,brick,refurbished
Yes,178000,3,Yes,Jégého,82,Yes,ruzinov,bottom,other,partial_refurbishment
No,87000,1.5,No,Vranovská,38,Yes,petrzalka,bottom,panel,partial_refurbishment
Yes,130000,3,No,Krásnohorská,65,Yes,petrzalka,top,panel,refurbished
Yes,135000,3,No,Kazanská,68,Yes,podunajske_biskupice,other,brick,refurbished
Yes,115000,3,Yes,Hany Meličkovej,63,Yes,karlova_ves,other,panel,partial_refurbishment
Yes,145000,3,Yes,Budatínska,65,Yes,petrzalka,other,panel,refurbished
Yes,134999,3,Yes,Mesačná 1,75,Yes,ruzinov,bottom,panel,partial_refurbishment
No,105500,2,Yes,Hornádska,53,Yes,podunajske_biskupice,top,panel,refurbished
No,559000,4,Yes,Strážna,158,No,nove_mesto,top,brick,refurbished
No,125000,3,No,Geologická,67,No,podunajske_biskupice,other,brick,refurbished
Yes,135000,3,No,Pankúchova,75,Yes,petrzalka,bottom,panel,refurbished
Yes,115000,1,No,Vyšehradská,58,Yes,petrzalka,other,brick,refurbished
Yes,128000,2,No,Opletalova,62,Yes,devinska_nova_ves,other,brick,refurbished
No,98000,1,Yes,Trenčianska,37,No,ruzinov,other,brick,refurbished
No,130000,2,No,Zadunajská cesta,47,Yes,petrzalka,other,brick,refurbished
Yes,172600,3,Yes,Ďumbierska,83,Yes,nove_mesto,other,brick,refurbished
Yes,174990,3,Yes,Klincová,86,Yes,ruzinov,other,panel,partial_refurbishment
Yes,118500,3,Yes,Markova 5,68,Yes,petrzalka,other,panel,old
Yes,130000,3,Yes,Heyrovského,84,Yes,lamac,other,panel,refurbished
Yes,147000,3,No,Arménska,78,No,vrakuna,bottom,brick,refurbished
Yes,139900,3,No,Úžiny,66,Yes,raca,other,panel,partial_refurbishment
Yes,129000,2,No,Rusovská cesta,57,Yes,petrzalka,other,brick,refurbished
No,107000,2,Yes,Studenohorská 2,56,Yes,lamac,other,panel,partial_refurbishment
Yes,103500,3,No,Korytnická,72,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment
No,113000,2,Yes,Kadnárova,56,No,raca,other,brick,old
Yes,144900,2,No,Bosákova,55,Yes,petrzalka,other,other,refurbished
Yes,130000,3,Yes,Víglašská,72,Yes,petrzalka,other,panel,partial_refurbishment
Yes,119800,2,Yes,Martinčekova,53,Yes,ruzinov,top,panel,refurbished
Yes,329900,4,Yes,Mýtna 44,105,Yes,stare_mesto,other,brick,refurbished
No,135000,3,No,Makovického,58,No,nove_mesto,other,brick,being_constructed
Yes,269000,4,No,Makovického,123,No,nove_mesto,bottom,brick,being_constructed
Yes,269000,3,No,Makovického,123,No,nove_mesto,bottom,brick,being_constructed
Yes,116500,3,No,Jedľová,65,Yes,vrakuna,other,panel,refurbished
Yes,131000,3,No,Ševčenkova,69,Yes,petrzalka,other,panel,partial_refurbishment
Yes,139999,2,No,Budatínska,67,Yes,petrzalka,other,panel,refurbished
No,82000,2,No,Obchodná,90,No,stare_mesto,rest,brick,old
Yes,132000,3,No,Ševčenkova,69,Yes,petrzalka,other,panel,partial_refurbishment
No,115000,2,Yes,Kazanská,58,Yes,podunajske_biskupice,top,brick,refurbished
Yes,120000,2,No,Galaktická,52,Yes,ruzinov,top,panel,partial_refurbishment
Yes,135500,3,No,Mesačná,75,Yes,ruzinov,other,panel,partial_refurbishment
Yes,147000,3,Yes,Súmračná,78,Yes,ruzinov,other,panel,refurbished
Yes,154990,3,No,Janka Alexyho,92,Yes,dubravka,other,brick,partial_refurbishment
Yes,117000,4,Yes,Latorická,79,No,podunajske_biskupice,other,panel,partial_refurbishment
Yes,141590,1,Yes,Nevädzová,40,Yes,ruzinov,other,panel,refurbished
No,99990,1,Yes,Ďatelinová,39,No,ruzinov,bottom,panel,refurbished
No,169000,3,No,Doležalova,89,No,ruzinov,top,brick,refurbished
Yes,140000,3,Yes,Gessayova,68,Yes,petrzalka,rest,panel,refurbished
No,82500,1,Yes,Dudvážska,35,Yes,podunajske_biskupice,other,panel,refurbished
No,116500,2,Yes,Osuskeho,54,Yes,petrzalka,rest,panel,partial_refurbishment
Yes,124900,2,Yes,Mesačná,48,Yes,ruzinov,other,panel,refurbished
Yes,278000,3,Yes,Zámocká,96,Yes,stare_mesto,bottom,brick,refurbished
Yes,128500,2,Yes,Smolnícka,54,No,ruzinov,other,brick,partial_refurbishment
No,120000,4,Yes,Bodrocká,77,Yes,podunajske_biskupice,other,panel,refurbished
No,112000,1,Yes,Záhradnícka,45,Yes,ruzinov,top,brick,refurbished
Yes,154000,4,Yes,Hodálova,95,Yes,karlova_ves,other,brick,old
Yes,139900,3,Yes,Rajecká,81,Yes,vrakuna,top,panel,partial_refurbishment
Yes,113000,2,Yes,Strmý vŕšok,60,Yes,zahorska_bistrica,other,brick,refurbished
Yes,132000,3,Yes,Holíčska,77,Yes,petrzalka,other,panel,partial_refurbishment
Yes,269000,3,Yes,Frankovská,85,Yes,nove_mesto,rest,brick,refurbished
Yes,219000,4,Yes,Záhradnícka,79,Yes,ruzinov,top,brick,refurbished
No,113000,2,No,Tranovského,50,No,dubravka,top,panel,refurbished
Yes,145000,3,No,Ľudovíta Fullu,79,Yes,karlova_ves,other,panel,refurbished
Yes,152000,3,No,Ipeľská,73,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,113000,2,Yes,Tranovského,49,No,dubravka,top,panel,refurbished
No,133000,2,No,Miletičova,62,No,ruzinov,bottom,brick,old
No,115000,2,Yes,Tranovského,50,Yes,dubravka,top,panel,refurbished
Yes,301143,4,No,Cyrilova,118,Yes,ruzinov,top,brick,refurbished
Yes,213134,3,No,Cyrilova,83,Yes,ruzinov,top,brick,refurbished
No,73000,1,No,Ľuda Zúbka,38,Yes,dubravka,top,panel,old
Yes,120000,2,No,Galaktická,56,Yes,ruzinov,top,panel,refurbished
No,121000,1,No,Palárikova,44,No,stare_mesto,top,brick,refurbished
Yes,124000,2,Yes,Mierová,56,Yes,ruzinov,bottom,brick,refurbished
Yes,99990,2,Yes,Zimná,49,Yes,ruzinov,other,panel,old
Yes,147000,3,Yes,Súmračná,78,Yes,ruzinov,other,panel,refurbished
No,114990,2,No,Tranovského,50,No,dubravka,top,panel,refurbished
Yes,130000,3,Yes,Brodská,66,Yes,karlova_ves,other,panel,old
Yes,123000,4,Yes,Stavbárska,80,Yes,vrakuna,bottom,panel,partial_refurbishment
No,105000,1,Yes,Mesačná,44,Yes,ruzinov,other,panel,refurbished
Yes,179900,2,Yes,Na Zlatej nohe,62,Yes,nove_mesto,other,brick,old
No,299000,3,Yes,Jančova,97,No,stare_mesto,top,brick,refurbished
Yes,173500,2,Yes,Mlynské Luhy,61,Yes,ruzinov,other,brick,refurbished
No,269000,3,No,Tichá,96,Yes,stare_mesto,bottom,brick,refurbished
Yes,255000,3,No,Kúpeľná,83,Yes,stare_mesto,other,brick,old
Yes,106900,2,Yes,Sibírska 3,41,Yes,nove_mesto,other,panel,refurbished
Yes,133000,4,Yes,Estónska,74,Yes,podunajske_biskupice,other,panel,refurbished
No,113000,2,No,Tranovského,50,No,dubravka,top,panel,refurbished
No,132000,2,Yes,Železničiarska,52,No,stare_mesto,bottom,brick,refurbished
Yes,134600,3,No,Kazanská,68,Yes,podunajske_biskupice,other,brick,refurbished
Yes,150000,3,No,Ipeľská,73,Yes,podunajske_biskupice,other,panel,partial_refurbishment
No,113000,2,Yes,Tranovského,50,No,dubravka,top,panel,refurbished
Yes,157000,2,No,Slávičie údolie,53,Yes,stare_mesto,rest,brick,refurbished
No,160000,2,Yes,Obchodná,54,Yes,stare_mesto,other,brick,partial_refurbishment
No,115000,2,No,Trebišovská,46,Yes,ruzinov,bottom,panel,refurbished
No,84200,1,Yes,Žarnovická,41,Yes,raca,other,panel,refurbished
Yes,136990,3,No,Ožvoldíkova,71,Yes,dubravka,other,panel,partial_refurbishment
No,114600,2,Yes,Tranovského,50,No,dubravka,top,panel,refurbished
Yes,82000,1,No,Pri Šajbách,42,Yes,raca,other,brick,partial_refurbishment
Yes,199990,4,Yes,Žilinská,123,No,stare_mesto,bottom,brick,partial_refurbishment
Yes,146777,3,Yes,Pavla Horova,82,Yes,devinska_nova_ves,other,panel,refurbished
No,82000,1,Yes,Marie Curie - Sklodowskej,38,Yes,petrzalka,other,panel,partial_refurbishment
No,115000,2,Yes,Kazanská,58,Yes,podunajske_biskupice,top,brick,refurbished
Yes,172000,3,Yes,Vajnorská,82,No,nove_mesto,bottom,brick,refurbished
No,114700,2,No,Tranovského,50,No,dubravka,top,panel,refurbished
No,101000,2,No,Nejedlého,54,Yes,dubravka,other,panel,old
No,102600,2,Yes,Nejedlého,54,Yes,dubravka,other,panel,old
Yes,149000,2,Yes,Rezedová,45,Yes,ruzinov,top,other,refurbished
No,183000,3,No,Kozia,69,No,stare_mesto,top,brick,refurbished
Yes,115900,2,Yes,Vietnamská,55,Yes,ruzinov,top,brick,old
Yes,126990,3,Yes,Bakošova,76,Yes,lamac,other,panel,partial_refurbishment
Yes,240000,3,No,Martinengova,100,Yes,stare_mesto,top,brick,refurbished
Yes,148000,2,Yes,Tylova 1,85,No,nove_mesto,bottom,brick,refurbished
Yes,68179,1,No,Tomášikova 32,33,Yes,ruzinov,other,panel,refurbished
Yes,143000,3,Yes,Majerníkova,83,Yes,karlova_ves,other,panel,partial_refurbishment
Yes,93000,2,No,Hrachová 71,35,No,ruzinov,bottom,brick,refurbished
Yes,142000,3,Yes,Rumančeková,66,Yes,ruzinov,top,panel,partial_refurbishment
Yes,110000,3,Yes,Korytnická,68,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,209000,3,Yes,Čerešňová,89,No,stare_mesto,other,brick,refurbished
Yes,280000,3,Yes,Ružinovská,135,Yes,ruzinov,other,brick,refurbished
Yes,123000,3,Yes,Pri Šajbách,80,Yes,raca,other,panel,partial_refurbishment
No,167000,3,Yes,Opletalova,109,Yes,devinska_nova_ves,top,brick,refurbished
Yes,89000,1,No,Mierová,39,Yes,ruzinov,other,panel,old
No,99000,2,Yes,Nejedlého,54,Yes,dubravka,other,panel,old
Yes,116900,2,Yes,Medzilaborecká,43,Yes,ruzinov,bottom,panel,refurbished
Yes,102000,2,Yes,Podzáhradná,50,Yes,podunajske_biskupice,other,panel,refurbished
Yes,159900,2,No,Lermontovova 2,82,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,159900,3,No,Lermontovova 2,82,Yes,stare_mesto,other,brick,partial_refurbishment
Yes,148000,4,No,Ivana Bukovčana,86,No,devinska_nova_ves,other,panel,refurbished
Yes,89900,1,No,Budatínska,46,Yes,petrzalka,other,brick,refurbished
Yes,302000,3,Yes,Karloveské rameno,99,Yes,karlova_ves,other,brick,refurbished
No,105000,2,No,Fedákova,48,Yes,dubravka,other,panel,partial_refurbishment
No,105000,2,Yes,Fedákova,48,Yes,dubravka,other,panel,refurbished
No,93000,3,No,Toryská,70,No,vrakuna,top,panel,old
Yes,128000,3,Yes,Rozvodná,66,Yes,nove_mesto,bottom,panel,old
No,115000,2,Yes,Kazanská,58,Yes,podunajske_biskupice,top,brick,refurbished
Yes,146900,4,Yes,Karpatské námestie,87,Yes,raca,other,panel,partial_refurbishment
Yes,114900,3,Yes,Latorická,71,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,118000,3,Yes,Ivana Bukovčana,64,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,175000,2,Yes,Staré Grunty,75,Yes,karlova_ves,bottom,brick,refurbished
Yes,76000,1.5,Yes,Závodná,35,Yes,podunajske_biskupice,other,panel,refurbished
Yes,149500,2,Yes,Šuňavcová,58,No,nove_mesto,other,brick,refurbished
Yes,173040,2,No,Pri starej prachárni,60,Yes,nove_mesto,other,brick,refurbished
No,106600,2,No,Fedákova,48,Yes,dubravka,other,panel,refurbished
No,139990,2,No,Šancová,64,No,nove_mesto,top,brick,refurbished
Yes,113000,3,Yes,Bagarova,47,No,dubravka,top,panel,refurbished
Yes,113000,2,Yes,Bagarova,47,No,dubravka,top,panel,refurbished
Yes,83000,2,No,Vlčie hrdlo,47,Yes,ruzinov,top,panel,refurbished
Yes,105000,3,Yes,Bieloruská,72,Yes,podunajske_biskupice,other,panel,partial_refurbishment
Yes,96990,2,Yes,Jesenná,43,Yes,ruzinov,bottom,panel,partial_refurbishment
No,135000,2,Yes,Kvačalova,58,No,ruzinov,other,brick,partial_refurbishment
Yes,126990,3,No,Trenčianska,66,Yes,ruzinov,other,panel,partial_refurbishment
No,350000,4,No,Slnečnice,205,Yes,petrzalka,top,brick,refurbished
Yes,75000,2,Yes,Stavbárska,52,Yes,vrakuna,other,panel,partial_refurbishment
Yes,120000,3,Yes,Žitavská,70,Yes,vrakuna,other,panel,refurbished
Yes,137000,2,Yes,Miletičova 60,55,Yes,ruzinov,rest,other,refurbished
Yes,126000,3,Yes,Pavla Horova,65,Yes,devinska_nova_ves,other,panel,refurbished
Yes,118500,2,Yes,Baltská,60,Yes,podunajske_biskupice,bottom,brick,refurbished
Yes,106600,3,Yes,Hronská,67,Yes,podunajske_biskupice,other,panel,old
Yes,156000,4,Yes,Kozmonautická,78,Yes,ruzinov,rest,panel,refurbished
No,125750,2,Yes,Trenčianska,57,Yes,ruzinov,rest,brick,old
Yes,159900,3,Yes,Šancová,77,Yes,stare_mesto,other,brick,refurbished
Yes,159900,3,Yes,Šancová,77,Yes,nove_mesto,other,brick,refurbished
Yes,169900,2,Yes,Vajnorská,82,No,nove_mesto,bottom,brick,refurbished
Yes,350000,4,Yes,Kýčerského,139,Yes,stare_mesto,other,brick,refurbished
Yes,235000,4,No,Špitálska,108,Yes,stare_mesto,other,brick,refurbished
Yes,150000,3,No,Beniakova,67,Yes,karlova_ves,top,panel,refurbished
No,127000,1,Yes,Palárikova,43,No,stare_mesto,other,brick,refurbished
Yes,99900,2,Yes,Na Revíne,43,Yes,nove_mesto,rest,panel,partial_refurbishment
Yes,320000,3,Yes,Dunajská,88,Yes,stare_mesto,other,brick,refurbished
Yes,106600,1,No,Vyšehradská,40,Yes,petrzalka,bottom,other,refurbished
No,158000,2,No,Pražská,60,Yes,stare_mesto,top,brick,partial_refurbishment
No,70500,1,No,Bieloruská,36,No,podunajske_biskupice,bottom,panel,refurbished
Yes,114000,1,No,Šancová,41,Yes,stare_mesto,other,brick,refurbished
Yes,119000,1,No,Šancová,41,Yes,stare_mesto,other,base,refurbished
Yes,105000,1,No,Šancová,33,Yes,stare_mesto,other,base,refurbished
Yes,127000,2,No,Šancová,47,Yes,stare_mesto,other,base,refurbished
No,79990,1,Yes,Medveďovej,37,Yes,petrzalka,other,panel,old
Yes,139900,2,No,Hrachová,105,Yes,ruzinov,top,brick,refurbished
Yes,145000,3,Yes,Beniakova,67,Yes,karlova_ves,top,panel,refurbished
Yes,126999,2,No,Strojnícka,52,No,ruzinov,other,brick,refurbished
Yes,80900,2,Yes,Vlčie hrdlo,47,Yes,ruzinov,other,panel,refurbished
Yes,126000,3,Yes,P.Horova,68,Yes,devinska_nova_ves,other,panel,partial_refurbishment
Yes,109999,2,Yes,Súmračná,42,Yes,ruzinov,other,panel,partial_refurbishment
Yes,122000,3,Yes,Krásnohorská,65,Yes,petrzalka,top,panel,refurbished
Yes,118500,2,No,Račianska,42,Yes,nove_mesto,other,panel,refurbished
Yes,159900,3,No,Teplická,73,Yes,nove_mesto,top,panel,refurbished
Yes,215000,3,Yes,Na Revíne,71,Yes,nove_mesto,other,brick,refurbished
Yes,145000,2,No,Sokolská,60,Yes,stare_mesto,other,brick,old
Yes,161000,3,Yes,Strmý vŕšok,85,Yes,zahorska_bistrica,other,brick,refurbished
No,277500,4,No,Strmý vŕšok,153,Yes,zahorska_bistrica,bottom,brick,refurbished
Yes,183000,3,No,Tomášikova,86,Yes,ruzinov,other,brick,refurbished
Yes,144999,3,Yes,Ľudovíta Fullu,73,Yes,karlova_ves,other,panel,refurbished
Yes,149200,2,No,Nezábudková,66,Yes,ruzinov,other,panel,refurbished
Yes,165000,3,No,Šintavská,77,Yes,petrzalka,other,brick,refurbished
Yes,126000,4,No,Toryská,79,No,vrakuna,bottom,panel,refurbished
Yes,135000,3,No,Ožvoldíkova,72,Yes,dubravka,other,panel,refurbished
No,127500,2,No,Šancová,43,No,stare_mesto,bottom,brick,refurbished
Yes,144500,2,No,Bosákova,55,Yes,petrzalka,other,brick,refurbished
Yes,126000,3,No,Wolkrova,67,Yes,petrzalka,other,panel,partial_refurbishment
Yes,135000,3,Yes,Kazanská,66,Yes,podunajske_biskupice,other,brick,old
Yes,85490,1,No,Bučinová,46,Yes,vrakuna,other,panel,refurbished
Yes,179900,3,Yes,Legionárska,97,No,nove_mesto,rest,brick,refurbished
Yes,175000,2,Yes,Palisády,94,No,stare_mesto,rest,brick,old
Yes,133500,2,Yes,Trebišovská,55,Yes,ruzinov,other,panel,refurbished
No,90000,2,No,Bebravská,50,Yes,vrakuna,other,panel,old
Yes,69900,1,No,Vlčie hrdlo,39,Yes,ruzinov,rest,panel,old
No,90000,2,Yes,Bebravská,51,Yes,vrakuna,other,panel,old
No,90000,2,Yes,Bebravská,51,Yes,vrakuna,other,panel,old
Yes,155500,3,Yes,Vilová,85,Yes,petrzalka,other,panel,partial_refurbishment
Yes,150000,4,Yes,Belinského,84,Yes,petrzalka,top,panel,partial_refurbishment
No,92000,2,No,Bebravská,51,Yes,vrakuna,other,panel,old
Yes,129900,2,Yes,Pri Hrubej lúke,54,Yes,dubravka,other,brick,refurbished
No,128000,3,Yes,Krásnohorská,68,Yes,petrzalka,other,panel,old
No,90000,2,No,Bebravská,52,Yes,vrakuna,other,panel,old
Yes,152000,4,No,Belinského,84,Yes,petrzalka,top,panel,partial_refurbishment
Yes,169000,3,No,Budatínska,73,Yes,petrzalka,other,other,refurbished
No,119000,3,Yes,Súmračná,54,Yes,ruzinov,bottom,panel,partial_refurbishment
Yes,116000,2,Yes,Drobného,68,Yes,dubravka,other,panel,refurbished
Yes,110000,2,Yes,Veternicová,61,Yes,karlova_ves,other,panel,partial_refurbishment
No,91600,2,Yes,Bebravská,52,Yes,vrakuna,other,panel,old
Yes,152600,4,Yes,Belinského,84,Yes,petrzalka,top,panel,refurbished
