balcony,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status,price
Yes,2,Yes,other,2.46125468645054,Yes,podunajske_biskupice,bottom,panel,refurbished,4.97726621242729
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,old,5.07551046452441
Yes,3,Yes,other,2.57517907759246,Yes,petrzalka,bottom,panel,partial_refurbishment,5.11394335230684
No,3,Yes,other,2.62179254782945,No,stare_mesto,bottom,brick,partial_refurbishment,5.41497334797082
No,2,Yes,other,2.54573010759662,No,stare_mesto,bottom,brick,refurbished,5.14860265480609
Yes,3,Yes,other,2.58875139904474,Yes,vrakuna,bottom,brick,refurbished,5.1078880251828
No,3,No,other,2.64044614796885,Yes,stare_mesto,top,brick,old,5.26363606858811
Yes,2,No,other,2.46125468645054,Yes,devinska_nova_ves,other,brick,refurbished,5.08278537031645
No,2,No,other,2.38968707798256,No,stare_mesto,other,brick,partial_refurbishment,5.10551018476997
Yes,3,No,other,2.60989800921489,Yes,ruzinov,other,panel,refurbished,5.25527250510331
No,1.5,No,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,4.985426474083
Yes,3,No,other,2.48164384502275,Yes,nove_mesto,other,panel,partial_refurbishment,5.11058971029925
Yes,2,Yes,Pod Krásnou hôrkou,2.50671120742167,Yes,nove_mesto,other,brick,refurbished,5.14419734427026
Yes,3,Yes,Pod Krásnou hôrkou,2.57517907759246,Yes,nove_mesto,other,brick,being_constructed,5.23746330579115
No,1,No,other,2.35135834444068,No,ruzinov,other,brick,refurbished,4.97772360528885
No,2,Yes,other,2.48164384502275,Yes,dubravka,bottom,panel,refurbished,5.06442054843359
Yes,1.5,No,other,2.27023601659818,Yes,devinska_nova_ves,other,panel,refurbished,4.85733249643127
No,1,Yes,other,2.25676454173614,Yes,stare_mesto,other,brick,refurbished,4.99995656838019
Yes,4,No,other,2.59742013477924,Yes,nove_mesto,other,panel,partial_refurbishment,5.13672056715641
No,3,No,other,2.57049346871562,No,dubravka,bottom,panel,old,5.14207646107329
Yes,3,No,other,2.56572273107389,Yes,petrzalka,top,panel,old,5.10002573010786
No,3,Yes,other,2.53514294751103,No,ruzinov,top,brick,refurbished,5.19284611518884
Yes,2,Yes,other,2.50671120742167,No,nove_mesto,other,brick,refurbished,5.17464119266045
No,1,Yes,other,2.55087091129225,No,stare_mesto,other,brick,refurbished,5.11394335230684
Yes,3,Yes,other,2.60580603149132,No,dubravka,other,panel,partial_refurbishment,5.13672056715641
Yes,3,Yes,other,2.61392522288417,Yes,ruzinov,other,panel,partial_refurbishment,5.20384846374624
No,1,Yes,other,2.55087091129225,No,stare_mesto,other,brick,refurbished,5.13033376849501
Yes,3,No,other,2.52968922278751,Yes,ruzinov,other,brick,refurbished,5.09691001300806
Yes,2,No,other,2.43158755086612,Yes,ruzinov,other,brick,refurbished,4.95423768391827
No,2,No,other,2.38968707798256,Yes,ruzinov,bottom,brick,refurbished,5.02118516291232
Yes,4,No,other,2.69498681714902,Yes,ruzinov,other,brick,refurbished,5.29885089401989
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,refurbished,5.16613397030511
Yes,4,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,refurbished,5.16613397030511
Yes,2,Yes,other,2.50065315185266,Yes,ruzinov,top,panel,old,5.06445798922692
No,3,No,other,2.63682525855683,Yes,karlova_ves,bottom,panel,refurbished,5.11058971029925
No,1,Yes,other,2.33023317850707,Yes,petrzalka,other,panel,refurbished,4.92941892571429
No,1,Yes,other,2.35135834444068,Yes,vrakuna,other,panel,partial_refurbishment,4.84509804001426
Yes,3,No,other,2.62942168290196,Yes,ruzinov,other,brick,refurbished,5.34242268082221
Yes,2,Yes,other,2.42367058973074,Yes,ruzinov,bottom,panel,refurbished,5.06781451116184
No,2,Yes,other,2.5404886497767,Yes,stare_mesto,other,brick,refurbished,5.21722065564452
No,2,Yes,other,2.58430553381761,No,ruzinov,rest,brick,partial_refurbishment,5.1430148002541
Yes,3,No,other,2.68018289432303,No,ruzinov,top,brick,refurbished,5.41995574848976
No,3,No,other,2.58875139904474,No,nove_mesto,other,brick,partial_refurbishment,5.15228834438306
No,1,No,other,2.34097566980137,Yes,dubravka,other,panel,old,4.86923171973098
No,1.5,No,other,2.37112673569579,Yes,vrakuna,other,panel,partial_refurbishment,4.56466606425209
Yes,2,Yes,other,2.56572273107389,Yes,devinska_nova_ves,bottom,brick,refurbished,5.12057393120585
No,3,Yes,other,2.5931221847288,Yes,ruzinov,bottom,panel,refurbished,5.17609125905568
Yes,3,No,other,2.5404886497767,No,ruzinov,top,brick,old,5.14612803567824
Yes,2,No,other,2.55087091129225,Yes,petrzalka,other,brick,refurbished,5.17318626841227
Yes,2,Yes,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,4.97772360528885
Yes,2,Yes,other,2.48812516602843,No,dubravka,other,panel,partial_refurbishment,4.9912260756925
Yes,2,Yes,other,2.42367058973074,Yes,ruzinov,top,panel,refurbished,4.88649072517248
Yes,1,Yes,other,2.47500946563237,No,karlova_ves,other,brick,old,5.04139268515823
No,2,Yes,other,2.46821542137881,Yes,vrakuna,other,panel,old,4.96378782734556
Yes,4,No,other,2.6440149612966,Yes,raca,other,panel,partial_refurbishment,5.20139712432045
No,4,Yes,other,2.81157950683549,Yes,stare_mesto,other,brick,refurbished,5.72664572024091
No,4,Yes,other,2.8232119200549,Yes,stare_mesto,other,brick,refurbished,5.76170236754141
No,4,Yes,other,2.80813539499937,Yes,stare_mesto,other,brick,refurbished,5.73759016628572
Yes,3,Yes,other,2.58430553381761,Yes,petrzalka,top,panel,partial_refurbishment,5.0920184707528
Yes,1,No,other,2.37112673569579,Yes,ruzinov,other,brick,refurbished,5.02118929906994
No,3,No,other,2.55591447549606,Yes,karlova_ves,rest,brick,partial_refurbishment,5.08529057823007
No,2,No,other,2.55591447549606,Yes,stare_mesto,bottom,brick,refurbished,5.25527250510331
Yes,2,No,other,2.43929501765442,Yes,ruzinov,top,panel,partial_refurbishment,5.00860017176192
Yes,2,No,other,2.59742013477924,Yes,petrzalka,top,panel,refurbished,5.15228834438306
No,1,No,other,2.33023317850707,No,petrzalka,top,panel,partial_refurbishment,4.93449845124357
No,1,Yes,other,2.3191078731583,Yes,stare_mesto,bottom,panel,refurbished,5.01699157820621
Yes,3,Yes,other,2.5404886497767,Yes,ruzinov,other,panel,partial_refurbishment,5.13033376849501
No,3,Yes,other,2.55591447549606,Yes,karlova_ves,other,brick,partial_refurbishment,5.07188200730613
Yes,3,No,other,2.70065932218732,Yes,ruzinov,other,brick,partial_refurbishment,5.37106786227174
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,partial_refurbishment,5.08635983067475
Yes,2,No,other,2.41553369643773,Yes,vrakuna,bottom,panel,refurbished,4.95182303531591
Yes,4,Yes,other,2.60164739763241,No,vrakuna,top,panel,partial_refurbishment,5.07918124604763
Yes,3,Yes,other,2.65100162379407,No,stare_mesto,other,brick,old,5.54032947479087
Yes,3,Yes,other,2.65100162379407,No,stare_mesto,other,brick,old,5.66181268553726
Yes,2,Yes,other,2.3985544514435,Yes,nove_mesto,other,brick,refurbished,4.99913054128737
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,rest,panel,partial_refurbishment,4.99986969210827
Yes,3,Yes,other,2.55591447549606,Yes,karlova_ves,other,panel,partial_refurbishment,5.10720996964787
Yes,3,Yes,other,2.512639036679,Yes,dubravka,other,panel,refurbished,5.06066007397402
No,1,Yes,other,2.36140225854616,Yes,dubravka,top,panel,partial_refurbishment,4.88366143515362
No,2,Yes,other,2.48812516602843,Yes,petrzalka,rest,panel,old,5.02897770520878
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,top,panel,refurbished,5.12710479836481
Yes,3,Yes,other,2.61788948807064,Yes,ruzinov,other,base,refurbished,5.36172783601759
Yes,3,Yes,other,2.56086405021975,No,ruzinov,top,brick,old,5.14612803567824
Yes,1.5,No,other,2.38968707798256,Yes,ruzinov,other,panel,partial_refurbishment,4.84447717574568
No,1,No,other,2.3075745743855,Yes,podunajske_biskupice,other,panel,refurbished,4.92422758126012
Yes,1.5,No,other,2.38968707798256,Yes,ruzinov,other,panel,partial_refurbishment,4.85430604180108
No,1,Yes,other,2.33023317850707,Yes,petrzalka,top,panel,refurbished,4.94448267215017
Yes,3,Yes,other,2.5931221847288,Yes,petrzalka,other,panel,partial_refurbishment,5.07918124604763
No,3,Yes,other,2.68018289432303,Yes,stare_mesto,bottom,brick,refurbished,5.39776625612645
Yes,3,No,other,2.60989800921489,No,ruzinov,bottom,brick,refurbished,5.29003461136252
Yes,1.5,Yes,other,2.38968707798256,Yes,ruzinov,other,panel,partial_refurbishment,4.84447717574568
Yes,1.5,Yes,other,2.43158755086612,Yes,petrzalka,bottom,panel,refurbished,5.02118929906994
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.13033376849501
No,3,Yes,other,2.58875139904474,No,ruzinov,bottom,brick,refurbished,5.12385164096709
No,2,Yes,other,2.56086405021975,No,ruzinov,other,brick,partial_refurbishment,5.19033169817029
No,3,Yes,other,2.55591447549606,Yes,ruzinov,rest,panel,old,5.0899051114394
Yes,3,Yes,other,2.56572273107389,Yes,petrzalka,other,panel,partial_refurbishment,5.09691001300806
No,1,Yes,other,2.36140225854616,Yes,karlova_ves,other,other,refurbished,5.04139268515823
Yes,3,Yes,other,2.5404886497767,Yes,petrzalka,top,other,old,5.11727129565576
No,3,No,other,2.70344523162321,No,stare_mesto,other,brick,refurbished,5.61066016308988
Yes,2,Yes,other,2.52412349687282,Yes,raca,top,base,refurbished,5.07736790528416
Yes,2,Yes,other,2.44680272804919,Yes,ruzinov,other,panel,refurbished,5.0565237240791
Yes,4,No,other,2.76611327175302,Yes,ruzinov,other,brick,refurbished,5.44404479591808
Yes,3,Yes,other,2.57049346871562,Yes,vrakuna,rest,panel,partial_refurbishment,4.99986969210827
No,2,No,other,2.37112673569579,Yes,nove_mesto,top,brick,refurbished,5.07881918309885
Yes,3,Yes,other,2.5404886497767,Yes,devinska_nova_ves,bottom,panel,partial_refurbishment,5.02938377768521
Yes,2,No,other,2.38968707798256,Yes,nove_mesto,other,panel,refurbished,5.07371835034612
Yes,3,Yes,other,2.5404886497767,Yes,ruzinov,bottom,panel,partial_refurbishment,5.22659990520736
No,3,No,other,2.70065932218732,Yes,karlova_ves,other,brick,refurbished,5.39619934709574
No,1,No,other,2.33023317850707,No,vrakuna,bottom,panel,refurbished,4.87448181769947
No,1,No,other,2.33023317850707,No,vrakuna,rest,panel,refurbished,4.88592633980143
Yes,1,Yes,other,2.3191078731583,Yes,raca,other,panel,refurbished,4.83884909073726
Yes,3,Yes,other,2.67084050168301,Yes,ruzinov,bottom,brick,refurbished,5.26951294421792
No,2,No,other,2.35135834444068,Yes,dubravka,other,panel,refurbished,4.91907809237607
Yes,4,No,other,2.66112272612234,Yes,raca,top,brick,refurbished,5.32939787936104
Yes,4,Yes,other,2.69784009124261,Yes,stare_mesto,other,brick,old,5.32837960343874
Yes,1,Yes,other,2.44680272804919,Yes,ruzinov,other,panel,partial_refurbishment,5.11390994375404
Yes,1,Yes,other,2.3075745743855,Yes,devinska_nova_ves,other,panel,old,4.83250891270624
No,3,Yes,other,2.61392522288417,Yes,stare_mesto,other,brick,partial_refurbishment,5.38916608436453
Yes,1,No,other,2.47500946563237,Yes,ruzinov,other,brick,refurbished,5.04921802267018
Yes,3,Yes,other,2.52968922278751,Yes,devinska_nova_ves,other,brick,refurbished,5.13987908640124
No,1,Yes,other,2.36140225854616,No,raca,other,brick,refurbished,4.96848294855394
Yes,4,No,other,2.76611327175302,Yes,ruzinov,other,brick,refurbished,5.45024910831936
No,2,No,other,2.48164384502275,No,vrakuna,other,panel,refurbished,4.98672695933122
Yes,2,No,other,2.38054954862841,No,dubravka,other,panel,partial_refurbishment,4.96194288314139
Yes,1,No,other,2.35135834444068,Yes,raca,other,brick,old,4.91381385238372
Yes,2,Yes,other,2.4071656661104,Yes,ruzinov,other,panel,refurbished,5.0565237240791
Yes,3,Yes,other,2.55591447549606,No,dubravka,bottom,panel,partial_refurbishment,5.1430148002541
Yes,3,Yes,other,2.54573010759662,Yes,petrzalka,other,panel,refurbished,5.12548126570059
Yes,4,Yes,other,2.73692179804416,No,vajnory,other,brick,refurbished,5.27646180417324
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.08600370561838
No,2,No,other,2.47500946563237,Yes,dubravka,other,panel,old,4.97772360528885
Yes,3,Yes,other,2.55087091129225,No,petrzalka,other,panel,partial_refurbishment,5.15836249209525
Yes,2,No,other,2.59742013477924,Yes,karlova_ves,other,brick,refurbished,5.19033169817029
Yes,2,Yes,other,2.48164384502275,No,ruzinov,top,brick,partial_refurbishment,5.07918124604763
No,3,No,other,2.58875139904474,No,ruzinov,bottom,brick,partial_refurbishment,5.10720996964787
Yes,3,No,other,2.74166576536982,Yes,nove_mesto,other,brick,refurbished,5.43933269383026
Yes,3,No,other,2.64753302664155,Yes,petrzalka,other,brick,refurbished,5.29666519026153
No,3,No,other,2.5931221847288,No,podunajske_biskupice,bottom,brick,refurbished,5.09656243837414
No,1,Yes,other,2.33023317850707,Yes,podunajske_biskupice,other,panel,partial_refurbishment,4.87448181769947
No,3,No,other,2.60580603149132,No,nove_mesto,top,brick,refurbished,5.14921911265538
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.06781451116184
No,1,No,other,2.35135834444068,Yes,dubravka,other,panel,refurbished,4.9216864754836
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.06781451116184
Yes,4,Yes,other,2.62942168290196,Yes,petrzalka,top,panel,partial_refurbishment,5.18892848376085
Yes,2,No,other,2.5404886497767,Yes,raca,other,panel,old,5.01994668167884
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07881918309885
Yes,2,No,other,2.51844157614637,Yes,raca,top,brick,partial_refurbishment,5.08986980150955
No,1,Yes,other,2.35135834444068,Yes,stare_mesto,other,panel,partial_refurbishment,5.02118929906994
No,2,No,other,2.45411978023144,No,dubravka,top,brick,refurbished,5.06069784035361
Yes,3,Yes,other,2.5931221847288,Yes,petrzalka,other,panel,partial_refurbishment,5.08635983067475
Yes,2,Yes,other,2.49445964791184,No,raca,other,brick,partial_refurbishment,5.06032002868829
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.13671739711212
No,2,No,other,2.41553369643773,No,nove_mesto,other,brick,old,5.04099769242349
Yes,3,No,other,2.60164739763241,Yes,petrzalka,other,panel,partial_refurbishment,5.11727129565576
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07518185461869
Yes,2,Yes,other,2.42367058973074,No,dubravka,other,panel,partial_refurbishment,4.97132224524281
No,2,Yes,other,2.81496876399232,Yes,ruzinov,top,brick,refurbished,5.25285303097989
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07881918309885
Yes,2,Yes,other,2.65100162379407,Yes,nove_mesto,top,brick,refurbished,5.39619934709574
Yes,3,Yes,other,2.56086405021975,No,vrakuna,other,panel,old,4.98181860717066
Yes,4,No,other,2.68917513820238,Yes,ruzinov,other,brick,refurbished,5.44870631990508
No,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,refurbished,5.06069784035361
Yes,4,No,other,2.76611327175302,Yes,ruzinov,other,brick,refurbished,5.4456042032736
No,3,No,other,2.65100162379407,No,stare_mesto,top,brick,refurbished,4.91381385238372
Yes,2,No,other,2.43158755086612,Yes,raca,bottom,brick,old,5.02530586526477
Yes,1.5,Yes,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,4.97772360528885
No,1,No,other,2.55087091129225,No,stare_mesto,other,brick,refurbished,5.13033376849501
No,3,Yes,other,2.60580603149132,Yes,ruzinov,bottom,panel,refurbished,5.17464119266045
Yes,3,No,other,2.74860091691646,Yes,podunajske_biskupice,top,brick,refurbished,5.26951294421792
No,2,No,other,2.34097566980137,No,stare_mesto,bottom,brick,refurbished,4.97772360528885
Yes,1.5,Yes,other,2.34097566980137,Yes,petrzalka,other,panel,refurbished,5.04336227802113
Yes,3,No,other,2.57049346871562,Yes,petrzalka,other,panel,old,5.10720996964787
No,2,No,other,2.50065315185266,Yes,stare_mesto,other,brick,refurbished,5.20411998265593
No,1,No,other,2.24271490340387,No,stare_mesto,other,brick,refurbished,5.09691001300806
Yes,3,Yes,other,2.55591447549606,No,podunajske_biskupice,top,panel,partial_refurbishment,4.99995656838019
No,1,No,other,2.35135834444068,Yes,dubravka,other,panel,partial_refurbishment,4.89486965674525
Yes,1.5,No,other,2.34097566980137,Yes,petrzalka,other,panel,refurbished,5.04493154614916
Yes,3,Yes,other,2.72206983025241,Yes,petrzalka,other,brick,refurbished,5.29003461136252
No,4,Yes,other,2.88312152762573,Yes,stare_mesto,top,brick,refurbished,5.56702636615906
No,2,Yes,other,2.46821542137881,Yes,vrakuna,other,panel,old,4.96331551138611
Yes,3,Yes,other,2.56572273107389,Yes,ruzinov,top,panel,partial_refurbishment,5.15836249209525
No,1,No,other,2.24271490340387,No,stare_mesto,other,brick,refurbished,5.11925588927794
Yes,2,No,other,2.512639036679,Yes,nove_mesto,bottom,brick,refurbished,5.12385164096709
No,3,Yes,other,2.5404886497767,Yes,karlova_ves,other,panel,refurbished,5.16136800223498
Yes,2,Yes,other,2.38054954862841,No,dubravka,other,panel,partial_refurbishment,4.99767028696769
Yes,4,Yes,other,2.61788948807064,Yes,podunajske_biskupice,other,panel,old,5.03140846425163
No,1,No,other,2.35135834444068,Yes,ruzinov,other,brick,refurbished,4.9912260756925
Yes,3,Yes,other,2.60989800921489,Yes,nove_mesto,other,brick,refurbished,5.26007138798508
Yes,2,Yes,other,2.48164384502275,Yes,nove_mesto,bottom,panel,refurbished,5.07000090380235
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07881918309885
Yes,4,Yes,other,2.85879034389511,Yes,stare_mesto,other,other,old,5.74546516867073
No,3,Yes,other,2.57049346871562,Yes,dubravka,bottom,panel,partial_refurbishment,5.08955188288645
Yes,2,Yes,other,2.46821542137881,Yes,nove_mesto,other,panel,refurbished,5.13033376849501
Yes,2,Yes,other,2.55591447549606,Yes,nove_mesto,other,panel,refurbished,5.15836249209525
Yes,3,Yes,other,2.58875139904474,Yes,petrzalka,other,panel,refurbished,5.13987908640124
No,2,No,other,2.51844157614637,Yes,raca,top,panel,partial_refurbishment,5.07918124604763
No,2,Yes,other,2.43929501765442,Yes,dubravka,other,panel,partial_refurbishment,4.96848294855394
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,top,panel,partial_refurbishment,5.07918124604763
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.07881918309885
Yes,2,Yes,other,2.4071656661104,Yes,raca,top,brick,refurbished,5.08635983067475
Yes,3,Yes,other,2.55087091129225,Yes,petrzalka,other,panel,refurbished,5.13672056715641
Yes,4,Yes,other,2.62942168290196,Yes,petrzalka,other,panel,refurbished,5.2380461031288
Yes,1,Yes,other,2.3191078731583,Yes,devinska_nova_ves,other,panel,old,4.84385542262316
Yes,4,No,other,2.76611327175302,Yes,ruzinov,other,brick,refurbished,5.4456042032736
No,2,No,other,2.50065315185266,Yes,karlova_ves,other,brick,refurbished,5.09656243837414
No,3,Yes,other,2.52968922278751,No,nove_mesto,other,brick,refurbished,5.16136800223498
Yes,3,Yes,other,2.6331509142369,No,vrakuna,top,brick,refurbished,5.11394335230684
Yes,1,Yes,other,2.35135834444068,Yes,ruzinov,bottom,brick,refurbished,4.97680833733807
Yes,1,No,other,2.3075745743855,Yes,ruzinov,other,panel,refurbished,5.03302144468291
Yes,3,Yes,other,2.61788948807064,Yes,ruzinov,other,brick,refurbished,5.38738982633873
Yes,4,Yes,other,2.72712784127722,Yes,ruzinov,top,brick,refurbished,5.51587384371168
Yes,2,Yes,other,2.53514294751103,Yes,ruzinov,bottom,brick,refurbished,5.15167623084705
No,2,Yes,other,2.45411978023144,Yes,karlova_ves,rest,panel,refurbished,5.08242630086077
No,2,No,other,2.5404886497767,No,nove_mesto,top,brick,refurbished,5.14609701353587
No,3,Yes,other,2.68321803960761,No,nove_mesto,bottom,brick,refurbished,5.37104938126227
No,2,No,other,2.46125468645054,No,ruzinov,other,panel,old,4.8750612633917
Yes,3,Yes,other,2.5931221847288,Yes,petrzalka,other,panel,old,5.10720996964787
Yes,3,Yes,other,2.60164739763241,Yes,stare_mesto,other,panel,refurbished,5.32221929473392
No,2,Yes,other,2.55591447549606,Yes,ruzinov,rest,panel,partial_refurbishment,5.06445798922692
Yes,2,No,other,2.54573010759662,No,devinska_nova_ves,bottom,brick,refurbished,5.11394335230684
No,2,No,other,2.37112673569579,Yes,dubravka,other,panel,refurbished,4.91907809237607
Yes,4,No,other,2.63682525855683,Yes,dubravka,other,panel,partial_refurbishment,5.19589965240923
No,2,Yes,other,2.45411978023144,No,raca,other,brick,refurbished,5.06818586174616
Yes,3,Yes,other,2.61788948807064,Yes,ruzinov,top,brick,refurbished,5.29885307640971
Yes,1.5,Yes,other,2.47500946563237,Yes,petrzalka,other,panel,partial_refurbishment,5.05307844348342
Yes,3,Yes,other,2.67084050168301,Yes,ruzinov,other,brick,refurbished,5.39794000867204
No,2,Yes,other,2.48164384502275,Yes,petrzalka,other,panel,old,5.03742649794062
No,2,No,other,2.46821542137881,Yes,vrakuna,other,panel,old,4.95424250943933
No,1,Yes,other,2.36140225854616,Yes,nove_mesto,other,panel,partial_refurbishment,4.9030356967885
Yes,2,Yes,other,2.49445964791184,No,stare_mesto,other,brick,refurbished,5.37106786227174
Yes,2,Yes,other,2.47500946563237,Yes,ruzinov,top,panel,refurbished,5.07918124604763
No,2,Yes,other,2.46125468645054,Yes,podunajske_biskupice,other,panel,partial_refurbishment,4.97081161087252
Yes,4,Yes,other,2.82158884157046,Yes,nove_mesto,top,brick,refurbished,5.46089784275655
Yes,4,Yes,other,2.62563607643843,Yes,raca,bottom,brick,refurbished,5.17318626841227
Yes,3,Yes,other,2.5931221847288,Yes,petrzalka,other,panel,old,5.07151380509509
Yes,3,No,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.15228528596044
Yes,1,Yes,other,2.3191078731583,Yes,podunajske_biskupice,top,panel,old,4.84509804001426
Yes,2,Yes,other,2.3985544514435,Yes,ruzinov,bottom,panel,refurbished,5.07918124604763
Yes,4,Yes,other,2.48164384502275,Yes,dubravka,other,panel,refurbished,5.19589688619353
No,3,Yes,other,2.61392522288417,Yes,karlova_ves,top,panel,partial_refurbishment,5.18970642459482
Yes,1,Yes,other,2.34097566980137,Yes,podunajske_biskupice,top,panel,old,4.81291335664286
Yes,2,Yes,other,2.38054954862841,No,dubravka,other,panel,partial_refurbishment,4.9906274004382
Yes,3,No,other,2.54573010759662,Yes,ruzinov,other,panel,partial_refurbishment,5.12678057701201
Yes,2,Yes,other,2.49445964791184,Yes,stare_mesto,other,other,refurbished,5.25527250510331
Yes,2,No,other,2.45411978023144,Yes,petrzalka,top,other,refurbished,5.17609125905568
Yes,1,Yes,other,2.34097566980137,Yes,podunajske_biskupice,top,panel,old,4.84509804001426
Yes,4,Yes,other,2.64753302664155,No,dubravka,other,panel,refurbished,5.19312459835446
Yes,2,No,other,2.51844157614637,Yes,petrzalka,other,panel,refurbished,5.15533603746506
Yes,3,Yes,other,2.55591447549606,Yes,karlova_ves,top,panel,refurbished,5.16136800223498
Yes,2,Yes,other,2.43929501765442,Yes,petrzalka,other,panel,partial_refurbishment,4.97767788767399
Yes,4,No,other,2.66440535899664,Yes,petrzalka,other,panel,partial_refurbishment,5.23044892137827
No,3,Yes,other,2.60164739763241,No,nove_mesto,bottom,brick,old,5.13033376849501
No,3,Yes,other,2.71949869867423,Yes,ruzinov,top,brick,old,5.35218251811136
Yes,3,Yes,other,2.56572273107389,Yes,ruzinov,top,panel,partial_refurbishment,5.15228834438306
Yes,3,Yes,other,2.57049346871562,Yes,lamac,bottom,panel,refurbished,5.13987908640124
No,2,Yes,other,2.48164384502275,Yes,petrzalka,other,panel,refurbished,5.10380372095596
Yes,3,Yes,other,2.57978224404418,Yes,karlova_ves,top,panel,partial_refurbishment,5.13987908640124
Yes,3,Yes,other,2.54573010759662,Yes,vrakuna,other,panel,old,4.97767788767399
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.14612493356372
No,3,Yes,other,2.47500946563237,Yes,raca,other,brick,refurbished,5.09656243837414
Yes,2,Yes,other,2.51844157614637,No,raca,other,brick,refurbished,5.12707238711946
Yes,3,No,other,2.5404886497767,Yes,petrzalka,bottom,panel,refurbished,5.11390994375404
No,1,No,other,2.3075745743855,No,ruzinov,rest,other,refurbished,4.90843139896601
No,3,No,other,2.58875139904474,No,petrzalka,other,other,refurbished,5.14612493356372
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.15106018629149
Yes,1,No,other,2.4071656661104,Yes,petrzalka,other,brick,refurbished,4.98632377705077
No,1,Yes,other,2.28317065206913,Yes,podunajske_biskupice,other,panel,partial_refurbishment,4.80413943233535
Yes,3,Yes,other,2.7116099244797,No,stare_mesto,top,brick,partial_refurbishment,5.41161970596323
Yes,3,No,other,2.6440149612966,Yes,karlova_ves,top,other,refurbished,5.26951294421792
Yes,2,No,other,2.41553369643773,Yes,ruzinov,other,panel,refurbished,5.07188200730613
No,3,No,other,2.5404886497767,Yes,stare_mesto,other,brick,refurbished,5.20411998265593
No,3,Yes,other,2.66112272612234,No,stare_mesto,rest,brick,partial_refurbishment,5.29666519026153
Yes,1,No,other,2.3985544514435,Yes,dubravka,rest,brick,refurbished,5.01241537476243
Yes,3,Yes,other,2.64044614796885,Yes,stare_mesto,other,brick,refurbished,5.29885307640971
Yes,3,Yes,other,2.64044614796885,Yes,ruzinov,other,brick,refurbished,5.29885307640971
Yes,2,Yes,other,2.50065315185266,Yes,nove_mesto,top,panel,partial_refurbishment,5.07554696139253
Yes,3,Yes,other,2.60580603149132,Yes,petrzalka,other,panel,partial_refurbishment,5.15075643986031
Yes,3,No,other,2.68321803960761,Yes,ruzinov,other,brick,refurbished,5.40140054078154
Yes,3,No,other,2.67710886312593,Yes,ruzinov,other,brick,refurbished,5.301008280397
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,partial_refurbishment,5.12710479836481
Yes,3,Yes,other,2.69498681714902,Yes,stare_mesto,other,brick,partial_refurbishment,5.34242268082221
Yes,3,Yes,other,2.6440149612966,Yes,petrzalka,other,panel,partial_refurbishment,5.17609125905568
Yes,3,No,other,2.60580603149132,Yes,petrzalka,other,panel,partial_refurbishment,5.18184358794477
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,old,5.10720996964787
Yes,3,No,other,2.63682525855683,Yes,petrzalka,other,panel,partial_refurbishment,5.15228834438306
No,1,Yes,other,2.3191078731583,Yes,podunajske_biskupice,other,panel,refurbished,4.87448181769947
No,3,No,other,2.5931221847288,Yes,stare_mesto,other,brick,refurbished,5.23019337886905
No,1,No,other,2.37112673569579,No,nove_mesto,rest,brick,refurbished,4.99563519459755
Yes,2,Yes,other,2.47500946563237,Yes,ruzinov,top,panel,refurbished,5.07151380509509
Yes,3,Yes,other,2.57049346871562,Yes,petrzalka,other,panel,refurbished,5.15228834438306
No,3,Yes,other,2.57978224404418,No,stare_mesto,other,brick,refurbished,5.22788670461367
Yes,3,Yes,other,2.56086405021975,Yes,podunajske_biskupice,other,panel,refurbished,5.05076631123304
Yes,3,No,other,2.57978224404418,No,podunajske_biskupice,bottom,panel,partial_refurbishment,5.01703333929878
