balcony,no_of_bedrooms,basement,street,size,elevator,district,floor,material,status,price
Yes,2,No,other,2.52968922278751,Yes,devinska_nova_ves,other,brick,refurbished,5.10720996964787
No,1,Yes,other,2.34097566980137,No,ruzinov,other,brick,refurbished,4.9912260756925
No,2,No,other,2.43158755086612,Yes,petrzalka,other,brick,refurbished,5.11394335230684
Yes,3,Yes,other,2.63682525855683,Yes,ruzinov,other,panel,partial_refurbishment,5.24301323114968
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,old,5.07371835034612
Yes,3,Yes,other,2.62942168290196,Yes,lamac,other,panel,refurbished,5.11394335230684
Yes,3,No,other,2.60580603149132,No,vrakuna,bottom,brick,refurbished,5.16731733474818
Yes,3,No,other,2.55087091129225,Yes,raca,other,panel,partial_refurbishment,5.14581771449183
Yes,2,No,other,2.50065315185266,Yes,petrzalka,other,brick,refurbished,5.11058971029925
No,2,Yes,other,2.49445964791184,Yes,lamac,other,panel,partial_refurbishment,5.02938377768521
Yes,3,No,other,2.57978224404418,Yes,podunajske_biskupice,bottom,panel,partial_refurbishment,5.01494034979294
No,2,Yes,other,2.49445964791184,No,raca,other,brick,old,5.05307844348342
Yes,3,Yes,other,2.57978224404418,Yes,petrzalka,other,panel,partial_refurbishment,5.11394335230684
Yes,2,Yes,other,2.47500946563237,Yes,ruzinov,top,panel,refurbished,5.07845681805329
Yes,4,Yes,other,2.69784009124261,Yes,stare_mesto,other,brick,refurbished,5.51838231554534
No,3,No,other,2.50671120742167,No,nove_mesto,other,brick,being_constructed,5.13033376849501
Yes,4,No,other,2.74400114569451,No,nove_mesto,bottom,brick,being_constructed,5.42975228000241
Yes,3,No,other,2.74400114569451,No,nove_mesto,bottom,brick,being_constructed,5.42975228000241
Yes,3,No,other,2.54573010759662,Yes,vrakuna,other,panel,refurbished,5.06632592536204
No,2,No,other,2.65100162379407,No,stare_mesto,rest,brick,old,4.91381385238372
Yes,3,No,other,2.56572273107389,Yes,petrzalka,other,panel,partial_refurbishment,5.12057393120585
No,2,Yes,other,2.50671120742167,Yes,podunajske_biskupice,top,brick,refurbished,5.06069784035361
Yes,2,No,other,2.46821542137881,Yes,ruzinov,top,panel,partial_refurbishment,5.07918124604763
Yes,3,No,other,2.5931221847288,Yes,ruzinov,other,panel,partial_refurbishment,5.13193929521042
Yes,3,Yes,other,2.60580603149132,Yes,ruzinov,other,panel,refurbished,5.16731733474818
Yes,3,No,other,2.65779530462365,Yes,dubravka,other,brick,partial_refurbishment,5.19030367826758
Yes,4,Yes,other,2.60989800921489,No,podunajske_biskupice,other,panel,partial_refurbishment,5.06818586174616
Yes,1,Yes,other,2.37112673569579,Yes,ruzinov,other,panel,refurbished,5.15103258175644
No,1,Yes,other,2.36140225854616,No,ruzinov,bottom,panel,refurbished,4.99995656838019
No,3,No,other,2.64753302664155,No,ruzinov,top,brick,refurbished,5.22788670461367
No,1,Yes,other,2.3191078731583,Yes,podunajske_biskupice,other,panel,refurbished,4.91645394854993
No,2,Yes,other,2.48164384502275,Yes,petrzalka,rest,panel,partial_refurbishment,5.06632592536204
Yes,2,Yes,other,2.43929501765442,Yes,ruzinov,other,panel,refurbished,5.09656243837414
Yes,2,Yes,other,2.48164384502275,No,ruzinov,other,brick,partial_refurbishment,5.10890312766731
Yes,4,Yes,other,2.6676442730678,Yes,karlova_ves,other,brick,old,5.18752072083646
Yes,2,Yes,other,2.51844157614637,Yes,zahorska_bistrica,other,brick,refurbished,5.05307844348342
Yes,3,Yes,other,2.60164739763241,Yes,petrzalka,other,panel,partial_refurbishment,5.12057393120585
Yes,3,Yes,other,2.6331509142369,Yes,nove_mesto,rest,brick,refurbished,5.42975228000241
Yes,4,Yes,other,2.60989800921489,Yes,ruzinov,top,brick,refurbished,5.34044411484012
No,2,No,other,2.45411978023144,No,dubravka,top,panel,refurbished,5.05307844348342
Yes,3,No,other,2.60989800921489,Yes,karlova_ves,other,panel,refurbished,5.16136800223498
No,2,Yes,other,2.44680272804919,No,dubravka,top,panel,refurbished,5.05307844348342
No,2,No,other,2.52968922278751,No,ruzinov,bottom,brick,old,5.12385164096709
Yes,3,No,other,2.62563607643843,Yes,ruzinov,top,brick,refurbished,5.32865273565768
Yes,2,No,other,2.49445964791184,Yes,ruzinov,top,panel,refurbished,5.07918124604763
Yes,2,Yes,other,2.49445964791184,Yes,ruzinov,bottom,brick,refurbished,5.09342168516224
No,2,No,other,2.45411978023144,No,dubravka,top,panel,refurbished,5.06066007397402
Yes,3,Yes,other,2.55087091129225,Yes,karlova_ves,other,panel,old,5.11394335230684
No,1,Yes,other,2.4071656661104,Yes,ruzinov,other,panel,refurbished,5.02118929906994
Yes,2,Yes,other,2.52968922278751,Yes,nove_mesto,other,brick,old,5.25503116334555
No,3,Yes,other,2.67399504332347,No,stare_mesto,top,brick,refurbished,5.47567118832443
Yes,2,Yes,other,2.52412349687282,Yes,ruzinov,other,brick,refurbished,5.23929947912689
No,3,No,other,2.67084050168301,Yes,stare_mesto,bottom,brick,refurbished,5.42975228000241
Yes,3,No,other,2.62563607643843,Yes,stare_mesto,other,brick,old,5.40654018043396
Yes,2,Yes,other,2.38054954862841,Yes,nove_mesto,other,panel,refurbished,5.02897770520878
Yes,4,Yes,other,2.58875139904474,Yes,podunajske_biskupice,other,panel,refurbished,5.12385164096709
No,2,No,other,2.45411978023144,No,dubravka,top,panel,refurbished,5.05307844348342
No,2,Yes,other,2.46821542137881,No,stare_mesto,bottom,brick,refurbished,5.12057393120585
Yes,3,No,other,2.56086405021975,Yes,podunajske_biskupice,other,brick,refurbished,5.12904505988796
Yes,3,No,other,2.58430553381761,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.17609125905568
No,2,No,other,2.42367058973074,Yes,ruzinov,bottom,panel,refurbished,5.06069784035361
Yes,3,No,other,2.57517907759246,Yes,dubravka,other,panel,partial_refurbishment,5.13668886567226
No,1,Yes,other,2.35135834444068,Yes,petrzalka,other,panel,partial_refurbishment,4.91381385238372
No,2,No,other,2.45411978023144,No,dubravka,top,panel,refurbished,5.05956341790127
No,2,No,other,2.48164384502275,Yes,dubravka,other,panel,old,5.00432137378264
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,old,5.0111473607758
Yes,2,Yes,other,2.41553369643773,Yes,ruzinov,top,other,refurbished,5.17318626841227
No,3,No,other,2.56572273107389,No,stare_mesto,top,brick,refurbished,5.26245108973043
Yes,2,Yes,other,2.48812516602843,Yes,ruzinov,top,brick,old,5.0640834359636
Yes,3,Yes,other,2.59742013477924,Yes,lamac,other,panel,partial_refurbishment,5.10376952319367
Yes,3,No,other,2.68321803960761,Yes,stare_mesto,top,brick,refurbished,5.38021124171161
Yes,2,Yes,other,2.6331509142369,No,nove_mesto,bottom,brick,refurbished,5.17026171539496
Yes,3,Yes,other,2.62563607643843,Yes,karlova_ves,other,panel,partial_refurbishment,5.15533603746506
Yes,3,Yes,other,2.55087091129225,Yes,ruzinov,top,panel,partial_refurbishment,5.15228834438306
Yes,3,Yes,other,2.56086405021975,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.04139268515823
Yes,3,Yes,other,2.64753302664155,No,stare_mesto,other,brick,refurbished,5.32014628611105
Yes,3,Yes,other,2.77028469248295,Yes,ruzinov,other,brick,refurbished,5.44715803134222
Yes,3,Yes,other,2.61392522288417,Yes,raca,other,panel,partial_refurbishment,5.0899051114394
Yes,1,No,other,2.36140225854616,Yes,ruzinov,other,panel,old,4.94939000664491
No,2,Yes,other,2.48164384502275,Yes,dubravka,other,panel,old,4.99563519459755
Yes,2,Yes,other,2.3985544514435,Yes,ruzinov,bottom,panel,refurbished,5.06781451116184
Yes,2,Yes,other,2.45411978023144,Yes,podunajske_biskupice,other,panel,refurbished,5.00860017176192
Yes,2,No,other,2.62179254782945,Yes,stare_mesto,other,brick,partial_refurbishment,5.20384846374624
Yes,3,No,other,2.62179254782945,Yes,stare_mesto,other,brick,partial_refurbishment,5.20384846374624
Yes,4,No,other,2.63682525855683,No,devinska_nova_ves,other,panel,refurbished,5.17026171539496
Yes,1,No,other,2.42367058973074,Yes,petrzalka,other,brick,refurbished,4.95375969173323
Yes,3,Yes,other,2.68018289432303,Yes,karlova_ves,other,brick,refurbished,5.48000694295715
No,2,No,other,2.43929501765442,Yes,dubravka,other,panel,partial_refurbishment,5.02118929906994
No,3,No,other,2.57049346871562,No,vrakuna,top,panel,old,4.96848294855394
Yes,3,Yes,other,2.55087091129225,Yes,nove_mesto,bottom,panel,old,5.10720996964787
No,2,Yes,other,2.50671120742167,Yes,podunajske_biskupice,top,brick,refurbished,5.06069784035361
Yes,4,Yes,other,2.64044614796885,Yes,raca,other,panel,partial_refurbishment,5.16702179579026
Yes,3,Yes,other,2.57517907759246,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.06032002868829
Yes,2,Yes,other,2.5931221847288,Yes,karlova_ves,bottom,brick,refurbished,5.24303804868629
Yes,1.5,Yes,other,2.3191078731583,Yes,podunajske_biskupice,other,panel,refurbished,4.88081359228079
Yes,2,Yes,other,2.50671120742167,No,nove_mesto,other,brick,refurbished,5.17464119266045
No,2,No,other,2.43929501765442,Yes,dubravka,other,panel,refurbished,5.02775720469055
Yes,3,Yes,other,2.43158755086612,No,dubravka,top,panel,refurbished,5.05307844348342
Yes,2,Yes,other,2.43158755086612,No,dubravka,top,panel,refurbished,5.05307844348342
Yes,3,Yes,other,2.57978224404418,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.02118929906994
Yes,2,Yes,other,2.3985544514435,Yes,ruzinov,bottom,panel,partial_refurbishment,4.98672695933122
No,2,Yes,other,2.50671120742167,No,ruzinov,other,brick,partial_refurbishment,5.13033376849501
Yes,3,No,other,2.55087091129225,Yes,ruzinov,other,panel,partial_refurbishment,5.10376952319367
No,4,No,other,2.88069545632315,Yes,petrzalka,top,brick,refurbished,5.54406804435028
Yes,2,Yes,other,2.48812516602843,Yes,ruzinov,rest,other,refurbished,5.13672056715641
Yes,3,Yes,other,2.54573010759662,Yes,devinska_nova_ves,other,panel,refurbished,5.10037054511756
Yes,3,Yes,other,2.55591447549606,Yes,podunajske_biskupice,other,panel,old,5.02775720469055
Yes,4,Yes,other,2.60580603149132,Yes,ruzinov,rest,panel,refurbished,5.19312459835446
Yes,3,Yes,other,2.60164739763241,Yes,nove_mesto,other,brick,refurbished,5.20384846374624
Yes,2,Yes,other,2.62179254782945,No,nove_mesto,bottom,brick,refurbished,5.23019337886905
Yes,4,Yes,other,2.77839855880793,Yes,stare_mesto,other,brick,refurbished,5.54406804435028
Yes,4,No,other,2.70619851933021,Yes,stare_mesto,other,brick,refurbished,5.37106786227174
Yes,3,No,other,2.55591447549606,Yes,karlova_ves,top,panel,refurbished,5.17609125905568
No,1,Yes,other,2.3985544514435,No,stare_mesto,other,brick,refurbished,5.10380372095596
Yes,2,Yes,other,2.3985544514435,Yes,nove_mesto,rest,panel,partial_refurbishment,4.99956548822598
Yes,3,Yes,other,2.6440149612966,Yes,stare_mesto,other,brick,refurbished,5.50514997831991
No,2,No,other,2.51844157614637,Yes,stare_mesto,top,brick,partial_refurbishment,5.19865708695442
No,1,No,other,2.33023317850707,No,podunajske_biskupice,bottom,panel,refurbished,4.8481891169914
Yes,1,No,other,2.38054954862841,Yes,stare_mesto,other,brick,refurbished,5.05690485133647
Yes,1,No,other,2.38054954862841,Yes,stare_mesto,other,base,refurbished,5.07554696139253
Yes,1,No,other,2.29560564220352,Yes,stare_mesto,other,base,refurbished,5.02118929906994
Yes,2,No,other,2.43158755086612,Yes,stare_mesto,other,base,refurbished,5.10380372095596
Yes,3,Yes,other,2.55591447549606,Yes,karlova_ves,top,panel,refurbished,5.16136800223498
Yes,2,Yes,other,2.43158755086612,Yes,ruzinov,other,panel,refurbished,4.90794852161227
Yes,3,Yes,other,2.56086405021975,Yes,devinska_nova_ves,other,panel,partial_refurbishment,5.10037054511756
Yes,2,Yes,other,2.38968707798256,Yes,ruzinov,other,panel,partial_refurbishment,5.04138873700863
Yes,3,Yes,other,2.54573010759662,Yes,petrzalka,top,panel,refurbished,5.08635983067475
Yes,3,Yes,other,2.57517907759246,Yes,nove_mesto,other,brick,refurbished,5.33243845991561
Yes,2,No,other,2.51844157614637,Yes,stare_mesto,other,brick,old,5.16136800223498
Yes,3,Yes,other,2.6331509142369,Yes,zahorska_bistrica,other,brick,refurbished,5.20682587603185
Yes,3,No,other,2.63682525855683,Yes,ruzinov,other,brick,refurbished,5.26245108973043
Yes,3,Yes,other,2.58430553381761,Yes,karlova_ves,other,panel,refurbished,5.16136500709029
Yes,2,No,other,2.55087091129225,Yes,ruzinov,other,panel,refurbished,5.17376882313665
No,2,No,other,2.3985544514435,No,stare_mesto,bottom,brick,refurbished,5.10551018476997
Yes,2,No,other,2.48812516602843,Yes,petrzalka,other,brick,refurbished,5.15986784709257
Yes,3,No,other,2.55591447549606,Yes,petrzalka,other,panel,partial_refurbishment,5.10037054511756
Yes,3,Yes,other,2.55087091129225,Yes,podunajske_biskupice,other,brick,old,5.13033376849501
Yes,3,Yes,other,2.67399504332347,No,nove_mesto,rest,brick,refurbished,5.25503116334555
Yes,2,Yes,other,2.66440535899664,No,stare_mesto,rest,brick,old,5.24303804868629
Yes,2,Yes,other,2.48812516602843,Yes,ruzinov,other,panel,refurbished,5.12548126570059
No,2,No,other,2.45411978023144,Yes,vrakuna,other,panel,old,4.95424250943933
Yes,1,No,other,2.36140225854616,Yes,ruzinov,rest,panel,old,4.84447717574568
Yes,3,Yes,other,2.6331509142369,Yes,petrzalka,other,panel,partial_refurbishment,5.19173039336286
Yes,4,Yes,other,2.62942168290196,Yes,petrzalka,top,panel,partial_refurbishment,5.17609125905568
Yes,4,No,other,2.62942168290196,Yes,petrzalka,top,panel,partial_refurbishment,5.18184358794477
Yes,2,Yes,other,2.56086405021975,Yes,dubravka,other,panel,refurbished,5.06445798922692
Yes,2,Yes,other,2.52412349687282,Yes,karlova_ves,other,panel,partial_refurbishment,5.04139268515823
No,2,Yes,other,2.46821542137881,Yes,vrakuna,other,panel,old,4.96189547366785
Yes,4,Yes,other,2.62942168290196,Yes,petrzalka,top,panel,refurbished,5.18355453361886
Yes,2,Yes,other,2.46821542137881,Yes,ruzinov,other,panel,refurbished,5.1430148002541
No,3,Yes,other,2.72461269359245,Yes,nove_mesto,bottom,other,refurbished,5.51851393987789
Yes,2,No,other,2.51844157614637,Yes,podunajske_biskupice,other,brick,refurbished,5.0899051114394
Yes,1.5,No,other,2.48164384502275,Yes,petrzalka,other,panel,partial_refurbishment,5.04921802267018
No,2,Yes,other,2.46821542137881,Yes,petrzalka,bottom,panel,old,5
Yes,4,Yes,other,2.58875139904474,Yes,podunajske_biskupice,other,panel,refurbished,5.09691001300806
Yes,3,Yes,other,2.58430553381761,Yes,devinska_nova_ves,other,panel,partial_refurbishment,5.13545069934551
No,3,Yes,other,2.55591447549606,Yes,karlova_ves,top,panel,refurbished,5.18069920129604
Yes,3,Yes,other,2.5404886497767,Yes,vrakuna,bottom,panel,refurbished,5.02118929906994
Yes,1.5,Yes,other,2.48164384502275,Yes,podunajske_biskupice,other,panel,refurbished,4.96848294855394
No,2,No,other,2.43929501765442,No,dubravka,other,panel,refurbished,5.02118929906994
No,2,Yes,other,2.44680272804919,Yes,vrakuna,other,brick,partial_refurbishment,4.95424250943933
Yes,2,Yes,other,2.46125468645054,No,nove_mesto,other,brick,refurbished,5.07881918309885
Yes,1,Yes,other,2.46125468645054,No,nove_mesto,other,brick,refurbished,5.07881918309885
Yes,1,Yes,other,2.34097566980137,Yes,vrakuna,rest,panel,refurbished,4.90254677931399
Yes,2,Yes,other,2.5931221847288,Yes,petrzalka,other,base,refurbished,5.29666519026153
Yes,2,No,other,2.48164384502275,No,ruzinov,other,brick,partial_refurbishment,5.10380372095596
No,3,Yes,other,2.60580603149132,No,stare_mesto,other,brick,old,5.31175386105575
No,3,Yes,other,2.61392522288417,No,stare_mesto,bottom,brick,refurbished,5.18582535961296
Yes,2,Yes,other,2.45411978023144,Yes,nove_mesto,other,brick,refurbished,5.12936759572299
Yes,2,Yes,other,2.49445964791184,No,ruzinov,top,brick,old,5.09691001300806
Yes,2,Yes,other,2.46125468645054,Yes,podunajske_biskupice,other,panel,refurbished,4.97772360528885
Yes,3,Yes,other,2.55591447549606,No,podunajske_biskupice,bottom,brick,refurbished,5.06032002868829
Yes,3,Yes,other,2.67710886312593,No,ruzinov,bottom,brick,partial_refurbishment,5.36172783601759
Yes,4,Yes,other,2.61788948807064,No,podunajske_biskupice,top,panel,partial_refurbishment,5.04139268515823
Yes,3,Yes,other,2.57978224404418,No,petrzalka,bottom,other,partial_refurbishment,5.09691001300806
No,1.5,No,other,2.35135834444068,No,petrzalka,bottom,other,partial_refurbishment,4.9293678292401
Yes,3,No,other,2.62563607643843,Yes,stare_mesto,other,brick,partial_refurbishment,5.33243845991561
No,2,Yes,other,2.48164384502275,Yes,petrzalka,other,panel,old,5.03742649794062
Yes,1.5,No,other,2.47500946563237,Yes,petrzalka,other,panel,refurbished,5.10037054511756
No,3,Yes,other,2.5931221847288,No,ruzinov,bottom,brick,refurbished,5.13033376849501
No,1,No,other,2.24271490340387,No,ruzinov,bottom,brick,partial_refurbishment,4.79934054945358
Yes,3,Yes,other,2.68321803960761,Yes,karlova_ves,other,brick,refurbished,5.25285303097989
Yes,1,Yes,other,2.43929501765442,Yes,podunajske_biskupice,top,brick,refurbished,4.97772360528885
No,2,Yes,other,2.48164384502275,Yes,petrzalka,other,panel,old,5.04532297878666
Yes,4,Yes,other,2.70619851933021,Yes,stare_mesto,other,brick,partial_refurbishment,5.37106786227174
Yes,4,Yes,other,2.70619851933021,Yes,stare_mesto,other,brick,partial_refurbishment,5.37106786227174
Yes,1,Yes,other,2.27023601659818,Yes,dubravka,other,panel,partial_refurbishment,4.88649072517248
Yes,2,No,other,2.81664330808764,No,karlova_ves,bottom,brick,refurbished,5.14550717140966
Yes,3,Yes,other,2.60580603149132,Yes,ruzinov,other,panel,refurbished,5.20139712432045
Yes,2,Yes,other,2.51844157614637,Yes,ruzinov,other,panel,refurbished,5.12613140726198
No,3,Yes,other,2.6440149612966,No,ruzinov,bottom,panel,refurbished,5.17897694729317
Yes,2,Yes,other,2.59742013477924,Yes,karlova_ves,other,brick,refurbished,5.20384846374624
Yes,1.5,Yes,other,2.35135834444068,Yes,petrzalka,other,panel,partial_refurbishment,4.95419425181586
Yes,1,Yes,other,2.27023601659818,Yes,dubravka,other,panel,partial_refurbishment,4.89762709129044
No,4,No,other,2.61788948807064,No,jarovce,rest,brick,refurbished,5.24303804868629
Yes,3,Yes,other,2.56086405021975,Yes,nove_mesto,other,panel,old,5.19865708695442
No,2,No,other,2.53514294751103,No,stare_mesto,other,brick,refurbished,5.22659990520736
Yes,3,Yes,other,2.56086405021975,Yes,petrzalka,other,panel,partial_refurbishment,5.11327469246435
Yes,2,No,other,2.48812516602843,Yes,raca,bottom,brick,refurbished,5.16286299332193
Yes,4,No,other,2.73692179804416,Yes,ruzinov,bottom,brick,refurbished,5.39619934709574
Yes,2,No,other,2.43929501765442,Yes,ruzinov,other,brick,refurbished,5.07914505333275
No,4,Yes,other,2.75310885838021,Yes,stare_mesto,other,brick,refurbished,5.4983105537896
No,2,No,other,2.48812516602843,No,stare_mesto,other,brick,refurbished,5.21748394421391
No,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,refurbished,5.06069784035361
Yes,3,Yes,other,2.65100162379407,Yes,stare_mesto,other,brick,refurbished,5.48713837547719
No,3,Yes,other,2.67084050168301,No,stare_mesto,bottom,brick,old,5.29885307640971
Yes,2,No,other,2.54573010759662,No,ruzinov,other,brick,refurbished,5.23552844690755
Yes,2,No,other,2.59742013477924,No,petrzalka,other,brick,refurbished,5.15836249209525
Yes,4,No,other,2.73692179804416,Yes,ruzinov,bottom,brick,refurbished,5.39619934709574
Yes,3,Yes,other,2.58430553381761,Yes,karlova_ves,other,panel,refurbished,5.16136800223498
Yes,1.5,No,other,2.36140225854616,No,ruzinov,other,panel,refurbished,4.89209460269048
Yes,4,Yes,other,2.74400114569451,Yes,nove_mesto,bottom,brick,old,5.37106786227174
No,2,Yes,other,2.54573010759662,Yes,nove_mesto,other,panel,partial_refurbishment,5.10687054447865
Yes,3,No,other,2.61392522288417,Yes,nove_mesto,other,brick,refurbished,5.39792263654532
No,3,Yes,other,2.49445964791184,No,stare_mesto,bottom,brick,refurbished,5.19005141775921
Yes,4,No,other,2.73692179804416,Yes,ruzinov,bottom,brick,refurbished,5.39619934709574
Yes,4,Yes,other,2.54573010759662,Yes,karlova_ves,other,panel,refurbished,5.17897694729317
No,4,No,other,2.71426933969425,No,ruzinov,rest,other,refurbished,5.41329976408125
No,2,Yes,other,2.53514294751103,No,stare_mesto,other,brick,refurbished,5.22167499707077
No,3,Yes,other,2.57978224404418,No,stare_mesto,rest,brick,refurbished,5.17609125905568
No,1,No,other,2.21269134797145,No,ruzinov,bottom,brick,refurbished,4.92941892571429
No,2,No,other,2.43929501765442,Yes,dubravka,other,panel,refurbished,5.02118929906994
No,2,Yes,other,2.53514294751103,No,stare_mesto,other,brick,refurbished,5.21748394421391
Yes,2,Yes,other,2.49445964791184,Yes,podunajske_biskupice,other,brick,refurbished,4.94939000664491
No,3,Yes,other,2.68321803960761,No,stare_mesto,rest,brick,refurbished,5.41830129131975
No,2,No,other,2.48812516602843,No,stare_mesto,other,brick,refurbished,5.22193559982801
Yes,4,Yes,other,2.68018289432303,No,karlova_ves,other,brick,partial_refurbishment,5.29885307640971
Yes,4,Yes,other,2.65100162379407,Yes,devinska_nova_ves,top,panel,refurbished,5.20844135643857
No,2,Yes,other,2.48164384502275,Yes,petrzalka,other,panel,partial_refurbishment,5.04139268515823
Yes,3,Yes,other,2.56086405021975,No,ruzinov,top,brick,old,5.14612803567824
No,2,Yes,other,2.57049346871562,No,nove_mesto,other,brick,refurbished,5.10805737378385
Yes,1,No,other,2.36140225854616,Yes,petrzalka,other,panel,refurbished,4.94939000664491
Yes,3,No,other,2.56086405021975,Yes,petrzalka,other,panel,refurbished,5.0899051114394
Yes,1,Yes,other,2.36140225854616,Yes,devinska_nova_ves,other,panel,partial_refurbishment,4.92427928606188
No,1,No,other,2.46125468645054,Yes,nove_mesto,other,panel,refurbished,5.00302947055362
No,1,Yes,other,2.36140225854616,Yes,ruzinov,rest,brick,partial_refurbishment,5.05307844348342
No,2,Yes,other,2.48812516602843,Yes,petrzalka,top,panel,refurbished,5.07298474462793
No,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,refurbished,5.02938377768521
No,3,No,other,2.48812516602843,Yes,petrzalka,top,panel,refurbished,5.07298474462793
Yes,4,No,other,2.5404886497767,Yes,petrzalka,other,brick,refurbished,5.17026171539496
Yes,1,No,other,2.46125468645054,Yes,ruzinov,other,brick,refurbished,5.08278537031645
No,2,No,other,2.512639036679,No,nove_mesto,rest,brick,refurbished,5.08778141780954
Yes,3,Yes,other,2.6440149612966,Yes,karlova_ves,top,brick,refurbished,5.29446622616159
Yes,2,No,other,2.58430553381761,Yes,ruzinov,bottom,brick,refurbished,5.18440748541232
Yes,4,Yes,other,2.54573010759662,Yes,petrzalka,other,panel,refurbished,5.16136800223498
Yes,4,No,other,2.70619851933021,Yes,stare_mesto,other,other,refurbished,5.37106786227174
Yes,4,No,other,2.70619851933021,Yes,lamac,other,brick,refurbished,5.33545790068938
Yes,2,No,other,2.46821542137881,Yes,podunajske_biskupice,other,brick,old,4.90254677931399
No,4,No,other,2.74631271895368,No,podunajske_biskupice,bottom,brick,refurbished,5.27829620809127
Yes,2,Yes,other,2.50065315185266,Yes,podunajske_biskupice,other,brick,refurbished,5.06781451116184
Yes,2,No,other,2.59742013477924,Yes,karlova_ves,other,brick,refurbished,5.2043913319193
No,1,Yes,other,2.55087091129225,No,stare_mesto,other,brick,refurbished,5.13033376849501
Yes,3,Yes,other,2.56086405021975,No,podunajske_biskupice,bottom,panel,refurbished,5.07918124604763
Yes,2,Yes,other,2.50065315185266,Yes,ruzinov,other,panel,refurbished,5.12548126570059
Yes,2,No,other,2.51844157614637,Yes,stare_mesto,other,brick,refurbished,5.31175386105575
Yes,2,Yes,other,2.48164384502275,Yes,stare_mesto,bottom,brick,old,5.13033376849501
Yes,3,Yes,other,2.69498681714902,No,raca,top,brick,refurbished,5.29070224328785
Yes,3,Yes,other,2.61788948807064,Yes,petrzalka,other,panel,refurbished,5.16432310856829
No,1,Yes,other,2.3075745743855,No,nove_mesto,rest,brick,partial_refurbishment,4.9670797341445
Yes,3,Yes,other,2.5404886497767,Yes,petrzalka,top,other,old,5.11727129565576
Yes,2,No,other,2.52412349687282,Yes,ruzinov,top,brick,refurbished,5.15836249209525
Yes,1,Yes,other,2.38968707798256,Yes,nove_mesto,other,panel,partial_refurbishment,5.00259798071991
Yes,3,No,other,2.61392522288417,Yes,nove_mesto,top,panel,refurbished,5.16136800223498
No,1,Yes,other,2.3191078731583,Yes,petrzalka,other,panel,refurbished,4.92941892571429
Yes,3,Yes,other,2.56086405021975,No,podunajske_biskupice,other,brick,partial_refurbishment,4.97772360528885
Yes,3,Yes,other,2.69498681714902,No,raca,top,brick,refurbished,5.29314148345093
Yes,4,Yes,other,2.69498681714902,No,raca,top,brick,refurbished,5.29314148345093
Yes,3,Yes,other,2.70344523162321,No,raca,top,brick,refurbished,5.29754166781816
Yes,4,Yes,other,2.65779530462365,Yes,devinska_nova_ves,top,panel,refurbished,5.20951501454263
Yes,2,Yes,other,2.3985544514435,Yes,ruzinov,other,panel,refurbished,5.04921802267018
No,2,Yes,other,2.48812516602843,Yes,petrzalka,bottom,panel,old,4.96848294855394
Yes,2,Yes,other,2.5404886497767,Yes,nove_mesto,other,panel,partial_refurbishment,5.06069784035361
No,2,Yes,other,2.43929501765442,Yes,dubravka,other,panel,partial_refurbishment,5.02026595946698
Yes,1,No,other,2.38968707798256,Yes,nove_mesto,top,panel,refurbished,4.99563519459755
Yes,3,Yes,other,2.58430553381761,Yes,petrzalka,other,panel,partial_refurbishment,5.11058971029925
Yes,4,Yes,other,2.60989800921489,Yes,podunajske_biskupice,other,panel,partial_refurbishment,5.0394122550771
Yes,3,Yes,other,2.57978224404418,Yes,petrzalka,other,panel,partial_refurbishment,5.11394335230684
Yes,1.5,No,other,2.48164384502275,Yes,podunajske_biskupice,other,panel,refurbished,4.96848294855394
No,1,No,other,2.55087091129225,No,stare_mesto,other,brick,refurbished,5.13033376849501
No,3,Yes,other,2.58875139904474,Yes,stare_mesto,other,brick,old,5.30535136944662
Yes,1,Yes,other,2.29560564220352,Yes,vrakuna,top,panel,refurbished,4.89209460269048
No,3,Yes,other,2.53514294751103,Yes,stare_mesto,top,brick,partial_refurbishment,5.16136800223498
Yes,2,Yes,other,2.50065315185266,Yes,ruzinov,other,panel,refurbished,5.16166741243774
Yes,3,Yes,other,2.54573010759662,Yes,petrzalka,other,panel,refurbished,5.16613397030511
No,4,No,other,2.73692179804416,Yes,ruzinov,bottom,brick,refurbished,5.39619934709574
Yes,3,Yes,other,2.57978224404418,Yes,petrzalka,other,panel,partial_refurbishment,5.10209052551184
No,1,Yes,other,2.34097566980137,Yes,raca,bottom,panel,partial_refurbishment,4.8318697742805
Yes,3,Yes,other,2.5931221847288,No,podunajske_biskupice,other,panel,partial_refurbishment,5.07554696139253
No,1,No,other,2.38968707798256,Yes,petrzalka,other,base,refurbished,4.95424250943933
Yes,3,No,other,2.5931221847288,Yes,ruzinov,other,panel,partial_refurbishment,5.17318626841227
Yes,4,No,other,2.67399504332347,Yes,nove_mesto,other,brick,refurbished,5.33243845991561
